# Chordwise load of component: right_wing
# spanwise_location: 1.000 ; chord_length: 2.454
# n_chord : 20 ; n_time : 60. Next lines: x_chord , z_chord
  0.110077606313723E+001  0.860966662397975E+000  0.621118807520187E+000  0.381075429026545E+000  0.140591726639722E+000 -0.100407456399322E+000 -0.341696491175799E+000 -0.582788433431770E+000 -0.822945786481835E+000 -0.105178872895909E+001 -0.105179030090016E+001 -0.822948771551878E+000 -0.582791087580141E+000 -0.341698796999226E+000 -0.100409407027842E+000  0.140590133933176E+000  0.381074193156195E+000  0.621117926145095E+000  0.860966133821049E+000  0.110077588694710E+001
 -0.141914751915092E-001 -0.417964076028189E-001 -0.690520053817295E-001 -0.944629252076402E-001 -0.115104054512392E+000 -0.127829298624303E+000 -0.129372667574023E+000 -0.119004514654792E+000 -0.960770475271774E-001 -0.405453579871147E-001  0.405433008145443E-001  0.960766283075047E-001  0.119004321856208E+000  0.129372617427517E+000  0.127829356424899E+000  0.115104171444874E+000  0.944630503894549E-001  0.690521079459171E-001  0.417964712589044E-001  0.141914964291703E-001
# t, dFz
  0.000000000000000E+000 -0.188628571613657E-001 -0.176910039148543E-001 -0.163826362422739E-001 -0.111055720374213E-001 -0.167920129030711E-002  0.130781242284342E-001  0.347852957028705E-001  0.587139939708176E-001  0.828039507225087E-001  0.107922124513624E+000  0.545493576392915E-001  0.558404361564434E-001  0.741987343247986E-001  0.952943165801905E-001  0.112183412630432E+000  0.119605699465862E+000  0.119331595727425E+000  0.111935192849989E+000  0.975901565376115E-001  0.835217894860951E-001
  0.500000000000000E+000  0.106230298633651E-001  0.307388420402992E-002 -0.902483674025268E-002 -0.192798646426584E-001 -0.273096833658591E-001 -0.314313645503801E-001 -0.284523465826450E-001 -0.196664242319352E-001 -0.610312177222198E-002  0.214776194618782E-001  0.103534235125022E+000  0.750936011988122E-001  0.659917866395904E-001  0.620617285617040E-001  0.555500772113768E-001  0.441576023321632E-001  0.313955305335022E-001  0.190338756034310E-001  0.811593344218042E-002  0.457819143699829E-002
  0.100000000000000E+001  0.496927049971835E-002  0.547526041516601E-003 -0.991454517651146E-002 -0.193143648217177E-001 -0.268890531357515E-001 -0.307758620484830E-001 -0.277009958606698E-001 -0.188833336354352E-001 -0.527102545934458E-002  0.220865144926545E-001  0.105899992288150E+000  0.762650086225242E-001  0.670051133762877E-001  0.630052890072299E-001  0.563725436247498E-001  0.447172191063355E-001  0.314613955963797E-001  0.181820462139791E-001  0.553770972507963E-002 -0.117166375726887E-002
  0.150000000000000E+001  0.358712746265359E-002 -0.799851413367240E-004 -0.100876000135499E-001 -0.192112058091371E-001 -0.266092644287331E-001 -0.303844636932473E-001 -0.272507833731092E-001 -0.183944898482794E-001 -0.471020562336547E-002  0.225024406541975E-001  0.107759555971964E+000  0.770932521627007E-001  0.676626424897875E-001  0.635812576475293E-001  0.568538347687724E-001  0.450458414810225E-001  0.315604301234303E-001  0.179294528606048E-001  0.471886506557582E-002 -0.292816520147231E-002
  0.200000000000000E+001  0.289048289159508E-002 -0.395029854145172E-003 -0.101618080381664E-001 -0.191269797200362E-001 -0.264136816077554E-001 -0.301107606454808E-001 -0.269298457089372E-001 -0.180367963136172E-001 -0.428618198746333E-002  0.228128846704867E-001  0.109238866147125E+000  0.777297801307038E-001  0.681514527677041E-001  0.639983596205417E-001  0.571966731959775E-001  0.452830863812664E-001  0.316554560164033E-001  0.178278570888756E-001  0.432729210434941E-002 -0.377407764902258E-002
  0.250000000000000E+001  0.245000096395106E-002 -0.590201598990755E-003 -0.101992091203518E-001 -0.190561109718184E-001 -0.262628646197587E-001 -0.299006840527133E-001 -0.266812816135261E-001 -0.177562606351190E-001 -0.394921515757005E-002  0.230553169778851E-001  0.110430665410998E+000  0.782344537452506E-001  0.685323183824238E-001  0.643183871847635E-001  0.574568269643527E-001  0.454638440985186E-001  0.317357535092543E-001  0.177771220365609E-001  0.409285057744960E-002 -0.428635661359374E-002
  0.300000000000000E+001  0.215575027417856E-002 -0.715454075975250E-003 -0.102135555259913E-001 -0.189919327046162E-001 -0.261387203747517E-001 -0.297304279314655E-001 -0.264797006838305E-001 -0.175276811427034E-001 -0.367345486341229E-002  0.232501907649180E-001  0.111407502873905E+000  0.786455784305954E-001  0.688402579967270E-001  0.645756428205113E-001  0.576659200437256E-001  0.456119379328092E-001  0.318098543080531E-001  0.177584165255462E-001  0.394853478504158E-002 -0.461519326031608E-002
  0.350000000000000E+001  0.195262856502948E-002 -0.797547909639547E-003 -0.102147628339569E-001 -0.189343029356092E-001 -0.260348663737419E-001 -0.295899171710414E-001 -0.263133574941358E-001 -0.173384148371733E-001 -0.344440542311660E-002  0.234095621751052E-001  0.112219540713321E+000  0.789859166790100E-001  0.690937086463205E-001  0.647864028543651E-001  0.578371744582399E-001  0.457349631605731E-001  0.318763262824082E-001  0.177561688636860E-001  0.385598115925627E-002 -0.483714540365969E-002
  0.400000000000000E+001  0.180683929554814E-002 -0.853677051915098E-003 -0.102100771555913E-001 -0.188842868341249E-001 -0.259483076357348E-001 -0.294735571149646E-001 -0.261752758577554E-001 -0.171805612430361E-001 -0.325253327294522E-002  0.235414295701378E-001  0.112901379224063E+000  0.792702169578244E-001  0.693039978693792E-001  0.649602091277232E-001  0.579779218124540E-001  0.458366202628570E-001  0.319334714882417E-001  0.177606993493831E-001  0.379314292080187E-002 -0.499458933302988E-002
  0.450000000000000E+001  0.169888929871318E-002 -0.893185473397481E-003 -0.102026227990819E-001 -0.188410835341299E-001 -0.258756376813580E-001 -0.293762680948763E-001 -0.260595128444045E-001 -0.170476237290884E-001 -0.309027963691083E-002  0.236517980107977E-001  0.113479079386053E+000  0.795099255127773E-001  0.694801663715830E-001  0.651049389456506E-001  0.580946426408147E-001  0.459211086988533E-001  0.319821594065261E-001  0.177680482554918E-001  0.374871645187491E-002 -0.511057324835351E-002
  0.500000000000000E+001  0.161698231245391E-002 -0.921591666140693E-003 -0.101939721899212E-001 -0.188037019516086E-001 -0.258141115158438E-001 -0.292941412982194E-001 -0.259615347178039E-001 -0.169346466591533E-001 -0.295187661292493E-002  0.237451245320985E-001  0.113972533079366E+000  0.797137630238605E-001  0.696290833081677E-001  0.652265833445433E-001  0.581923287917552E-001  0.459918586018334E-001  0.320236242855407E-001  0.177763707775627E-001  0.371631430625402E-002 -0.519853546628515E-002
  0.550000000000000E+001  0.155358036273156E-002 -0.942353399059550E-003 -0.101849673448825E-001 -0.187712392718900E-001 -0.257615969335135E-001 -0.292242002544229E-001 -0.258778889777434E-001 -0.168378374003155E-001 -0.283288671418046E-002  0.238247644945992E-001  0.114397146738650E+000  0.798884472239508E-001  0.697560047855164E-001  0.653297073967661E-001  0.582747947265384E-001  0.460515636457593E-001  0.320590402999833E-001  0.177847766368539E-001  0.369208297431016E-002 -0.526681773414040E-002
  0.600000000000000E+001  0.150367828367899E-002 -0.957714977169814E-003 -0.101760551743775E-001 -0.187429160391024E-001 -0.257164277215188E-001 -0.291641505861622E-001 -0.258059108341530E-001 -0.167542533190332E-001 -0.272984859529224E-002  0.238932869002965E-001  0.114765007333345E+000  0.800392174669300E-001  0.698650004160677E-001  0.654178263547899E-001  0.583449759049189E-001  0.461023290648031E-001  0.320894234801116E-001  0.177928428037994E-001  0.367358297975336E-002 -0.532085172906322E-002
