# Chordwise load of component: right_wing
# spanwise_location: 2.000 ; chord_length: 1.605
# n_chord : 20 ; n_time : 60. Next lines: x_chord , z_chord
  0.118973001466642E+001  0.102985231114171E+001  0.869942087215318E+000  0.709913928239394E+000  0.549628121398418E+000  0.389034509130462E+000  0.228230628219447E+000  0.674548755385555E-001 -0.929307642871859E-001 -0.247386151630362E+000 -0.247876762720755E+000 -0.940846785976121E-001  0.660363613972123E-001  0.226691883260658E+000  0.387513101138500E+000  0.548254534586220E+000  0.708782436417238E+000  0.869112312450636E+000  0.102934955433711E+001  0.118955772872795E+001
  0.103563234270819E-001 -0.783817455225018E-002 -0.257320625445131E-001 -0.424885911143609E-001 -0.564107836201052E-001 -0.657136852690857E-001 -0.685622415057279E-001 -0.645781083052980E-001 -0.533721298603098E-001 -0.228688989849972E-001  0.247302060467426E-001  0.590614857650412E-001  0.742041968852384E-001  0.821325312194145E-001  0.832297745733117E-001  0.778702631765675E-001  0.678870955540348E-001  0.550656300800754E-001  0.411048597387286E-001  0.268431946843895E-001
# t, dFz
  0.000000000000000E+000 -0.555120521359330E-002 -0.679595611382259E-002 -0.853277071411438E-002 -0.810566915182760E-002 -0.571970346445543E-002 -0.763372215497218E-003  0.785107456460621E-002  0.185350634550803E-001  0.309776603082352E-001  0.560735710715423E-001  0.602240344636939E-001  0.474394935765345E-001  0.519008861679094E-001  0.580027394732232E-001  0.617271338352556E-001  0.608266118806072E-001  0.566810267572902E-001  0.500682778118799E-001  0.415521766500829E-001  0.350376493858375E-001
  0.500000000000000E+000  0.888878035314821E-002  0.540987882742924E-002 -0.102418183510321E-002 -0.671053301069176E-002 -0.113306624424374E-001 -0.139006079724075E-001 -0.127258008517933E-001 -0.815554448191726E-002  0.735348070950747E-004  0.257910699423655E-001  0.781849854982347E-001  0.503367430311030E-001  0.437007701689565E-001  0.403073958652347E-001  0.356676363180085E-001  0.284362895694646E-001  0.205244307207222E-001  0.128895314571468E-001  0.589992664078619E-002  0.278674270393296E-002
  0.100000000000000E+001  0.467262754421731E-002  0.256970706379605E-002 -0.284899696477128E-002 -0.775267879173501E-002 -0.117808218914095E-001 -0.139147501697221E-001 -0.124351345785659E-001 -0.763155833556407E-002  0.857962898331193E-003  0.268315521180195E-001  0.816856278729357E-001  0.516323734627328E-001  0.445738193488427E-001  0.408946319890028E-001  0.359237659977345E-001  0.282384219444619E-001  0.197258061517575E-001  0.113087378248567E-001  0.330965009625111E-002 -0.116469153869481E-002
  0.150000000000000E+001  0.350100548322973E-002  0.186603720149211E-002 -0.321536742175647E-002 -0.786481887359668E-002 -0.116923842684416E-001 -0.136673261633825E-001 -0.120693780212264E-001 -0.716110543302623E-002  0.147888554961431E-002  0.275859859359170E-001  0.843121176536128E-001  0.526131121286318E-001  0.452662384936092E-001  0.414258912223452E-001  0.362967331338302E-001  0.284148450266842E-001  0.196647263763773E-001  0.109549559829450E-001  0.257613778682200E-002 -0.241755569141955E-002
  0.200000000000000E+001  0.305147151718582E-002  0.161586191852109E-002 -0.331012615667483E-002 -0.783498825704197E-002 -0.115558321829681E-001 -0.134393025885653E-001 -0.117690252192358E-001 -0.679144261992588E-002  0.195651540362594E-002  0.281452379457660E-001  0.863281961015628E-001  0.533643526284416E-001  0.458001050690626E-001  0.418451147759282E-001  0.366121126088713E-001  0.286103783291761E-001  0.197268156078925E-001  0.108655849983935E-001  0.230228255131201E-002 -0.292654687881751E-002
  0.250000000000000E+001  0.278339204885455E-002  0.147461411886460E-002 -0.334989573436885E-002 -0.779121631423229E-002 -0.114380980118252E-001 -0.132560339462895E-001 -0.115322898306402E-001 -0.650204112701924E-002  0.232888510903956E-002  0.285708204606087E-001  0.879025319108695E-001  0.539485938638414E-001  0.462143247213390E-001  0.421707417559017E-001  0.368598842058682E-001  0.287714762383722E-001  0.197949068629265E-001  0.108318684800939E-001  0.214817021093209E-002 -0.322941242869208E-002
  0.300000000000000E+001  0.259762139394124E-002  0.138070764202282E-002 -0.336977284194009E-002 -0.774928402189035E-002 -0.113405642469597E-001 -0.131083603746716E-001 -0.113429188814696E-001 -0.627107803827392E-002  0.262529019779384E-002  0.289028903687951E-001  0.891569120140611E-001  0.544140833810778E-001  0.465443831622760E-001  0.424306417154365E-001  0.370591787226560E-001  0.289047801069836E-001  0.198588842346539E-001  0.108214339996990E-001  0.205118352932058E-002 -0.343190812206970E-002
  0.350000000000000E+001  0.246572534598384E-002  0.131733696873423E-002 -0.337746820169032E-002 -0.770987565769264E-002 -0.112582125925664E-001 -0.129867299030739E-001 -0.111881252283215E-001 -0.608287011062469E-002  0.286606381682519E-002  0.291680622891000E-001  0.901747544566673E-001  0.547921192272682E-001  0.468126204444999E-001  0.426422764610035E-001  0.372225789959173E-001  0.290165832471963E-001  0.199173974561965E-001  0.108236679866673E-001  0.198893953158501E-002 -0.357175933085150E-002
  0.400000000000000E+001  0.237004462276103E-002  0.127379887857875E-002 -0.337825907084110E-002 -0.767401895983593E-002 -0.111885070757171E-001 -0.128856478730862E-001 -0.110601791721774E-001 -0.592759381049681E-002  0.306434281168783E-002  0.293835036232987E-001  0.910125692111718E-001  0.551032217300754E-001  0.470332645955692E-001  0.428164536696849E-001  0.373576205090479E-001  0.291104169555470E-001  0.199693192877462E-001  0.108319869459175E-001  0.194802952979567E-002 -0.367120922499892E-002
  0.450000000000000E+001  0.229881532270367E-002  0.124313065262009E-002 -0.337539469318175E-002 -0.764204982088906E-002 -0.111293353805497E-001 -0.128009578371088E-001 -0.109533664027685E-001 -0.579808142073820E-002  0.322956427644524E-002  0.295610782994067E-001  0.917105708038329E-001  0.553621961661356E-001  0.472167274949886E-001  0.429612163169438E-001  0.374701075188731E-001  0.291893868886517E-001  0.200146548812348E-001  0.108427957771394E-001  0.192037596393363E-002 -0.374412247810258E-002
  0.500000000000000E+001  0.224453108794630E-002  0.122104192225612E-002 -0.337067093665651E-002 -0.761379467149742E-002 -0.110788554409184E-001 -0.127294097245339E-001 -0.108633515783256E-001 -0.568897708787111E-002  0.336868433452269E-002  0.297092572073898E-001  0.922981881494881E-001  0.555799720056119E-001  0.473707739071857E-001  0.430826483543374E-001  0.375645643764810E-001  0.292561690360911E-001  0.200539893426883E-001  0.108542822083829E-001  0.190120884440153E-002 -0.379904773729518E-002
  0.550000000000000E+001  0.220234605667978E-002  0.120485448451862E-002 -0.336506893165814E-002 -0.758887906226884E-002 -0.110355293014354E-001 -0.126684696763690E-001 -0.107868219844819E-001 -0.559622719965400E-002  0.348692381478726E-002  0.298342421822228E-001  0.927974432947865E-001  0.557647670731467E-001  0.475012748094563E-001  0.431853892231701E-001  0.376445080570578E-001  0.293129737880259E-001  0.200880803208564E-001  0.108655643013551E-001  0.188765047703688E-002 -0.384137460126769E-002
