# Chordwise load of component: right_wing
# spanwise_location: 2.000 ; chord_length: 1.605
# n_chord : 20 ; n_time : 60. Next lines: x_chord , z_chord
  0.603973001466642E+001  0.587985231114171E+001  0.571994208721532E+001  0.555991392823939E+001  0.539962812139842E+001  0.523903450913046E+001  0.507823062821945E+001  0.491745487553855E+001  0.475706923571281E+001  0.460261384836964E+001  0.460212323727925E+001  0.475591532140239E+001  0.491603636139721E+001  0.507669188326066E+001  0.523751310113850E+001  0.539825453458622E+001  0.555878243641724E+001  0.571911231245064E+001  0.587934955433711E+001  0.603955772872795E+001
  0.103563234270819E-001 -0.783817455225018E-002 -0.257320625445131E-001 -0.424885911143609E-001 -0.564107836201052E-001 -0.657136852690857E-001 -0.685622415057279E-001 -0.645781083052980E-001 -0.533721298603098E-001 -0.228688989849972E-001  0.247302060467426E-001  0.590614857650412E-001  0.742041968852384E-001  0.821325312194145E-001  0.832297745733117E-001  0.778702631765675E-001  0.678870955540348E-001  0.550656300800754E-001  0.411048597387286E-001  0.268431946843895E-001
# t, Pres
  0.000000000000000E+000  0.101324953800841E+006  0.101324946847156E+006  0.101324936500022E+006  0.101324939526919E+006  0.101324954836190E+006  0.101324986258166E+006  0.101325040694174E+006  0.101325108375533E+006  0.101325187520634E+006  0.101325372021084E+006  0.101324626756773E+006  0.101324722060534E+006  0.101324692541212E+006  0.101324652576960E+006  0.101324626758060E+006  0.101324628910058E+006  0.101324650989988E+006  0.101324688580484E+006  0.101324738462817E+006  0.101324776136497E+006
  0.500000000000000E+000  0.101325048301152E+006  0.101325026411486E+006  0.101324985883296E+006  0.101324949871730E+006  0.101324920540221E+006  0.101324904019616E+006  0.101324910805627E+006  0.101324938509696E+006  0.101324988386501E+006  0.101325159546069E+006  0.101324496330442E+006  0.101324691364220E+006  0.101324731229896E+006  0.101324751196374E+006  0.101324778843780E+006  0.101324822462652E+006  0.101324870524660E+006  0.101324917195639E+006  0.101324960203311E+006  0.101324979341261E+006
  0.100000000000000E+001  0.101325023152886E+006  0.101325009449396E+006  0.101324974841853E+006  0.101324943314345E+006  0.101324917319711E+006  0.101324903220185E+006  0.101324911684480E+006  0.101324940670641E+006  0.101324991976672E+006  0.101325165268950E+006  0.101324478282733E+006  0.101324685408608E+006  0.101324727460937E+006  0.101324748953513E+006  0.101324778401964E+006  0.101324824525148E+006  0.101324875963554E+006  0.101324927113883E+006  0.101324976012126E+006  0.101325003249428E+006
  0.150000000000000E+001  0.101325016210014E+006  0.101325005213895E+006  0.101324972500890E+006  0.101324942356307E+006  0.101324917420469E+006  0.101324904137063E+006  0.101324913196798E+006  0.101324942702943E+006  0.101324994755560E+006  0.101325169237865E+006  0.101324465665664E+006  0.101324681103266E+006  0.101324724500860E+006  0.101324746763448E+006  0.101324776991805E+006  0.101324824110978E+006  0.101324876792923E+006  0.101324929527281E+006  0.101324980549713E+006  0.101325010780430E+006
  0.200000000000000E+001  0.101325013661961E+006  0.101325003760133E+006  0.101324971862373E+006  0.101324942339287E+006  0.101324917915037E+006  0.101324905055578E+006  0.101324914441939E+006  0.101324944257564E+006  0.101324996800187E+006  0.101325172045609E+006  0.101324456627141E+006  0.101324678002482E+006  0.101324722334549E+006  0.101324745096444E+006  0.101324775789880E+006  0.101324823462527E+006  0.101324876783547E+006  0.101324930273477E+006  0.101324982261814E+006  0.101325013779319E+006
  0.250000000000000E+001  0.101325012256990E+006  0.101325003013943E+006  0.101324971618701E+006  0.101324942485686E+006  0.101324918391596E+006  0.101324905813865E+006  0.101324915422887E+006  0.101324945454781E+006  0.101324998346974E+006  0.101325174111975E+006  0.101324449928451E+006  0.101324675686216E+006  0.101324720701911E+006  0.101324743822224E+006  0.101324774839314E+006  0.101324822884284E+006  0.101324876620477E+006  0.101324930585653E+006  0.101324983168216E+006  0.101325015455554E+006
  0.300000000000000E+001  0.101325011447647E+006  0.101325002664411E+006  0.101324971626624E+006  0.101324942773994E+006  0.101324918919216E+006  0.101324906547474E+006  0.101324916320083E+006  0.101324946510836E+006  0.101324999663334E+006  0.101325175794819E+006  0.101324444546784E+006  0.101324673772912E+006  0.101324719319589E+006  0.101324742713633E+006  0.101324773973829E+006  0.101324822292986E+006  0.101324876329345E+006  0.101324930632702E+006  0.101324983631693E+006  0.101325016445490E+006
  0.350000000000000E+001  0.101325011127321E+006  0.101325002689330E+006  0.101324971932967E+006  0.101324943304456E+006  0.101324919641219E+006  0.101324907433905E+006  0.101324917335190E+006  0.101324947648852E+006  0.101325001009923E+006  0.101325177414362E+006  0.101324439537678E+006  0.101324671901795E+006  0.101324717910595E+006  0.101324741535362E+006  0.101324772997025E+006  0.101324821539870E+006  0.101324875817620E+006  0.101324930389374E+006  0.101324983711529E+006  0.101325016913646E+006
  0.400000000000000E+001  0.101325011358221E+006  0.101325003224042E+006  0.101324972743498E+006  0.101324944345259E+006  0.101324920880232E+006  0.101324908841577E+006  0.101324918870787E+006  0.101324949300484E+006  0.101325002864454E+006  0.101325179493011E+006  0.101324433482743E+006  0.101324669493820E+006  0.101324716013387E+006  0.101324739884959E+006  0.101324771560430E+006  0.101324820338310E+006  0.101324874866844E+006  0.101324929712283E+006  0.101324983347316E+006  0.101325016886958E+006
  0.450000000000000E+001  0.101325011572652E+006  0.101325003663710E+006  0.101324973393452E+006  0.101324945181163E+006  0.101324921891217E+006  0.101324910017952E+006  0.101324920189881E+006  0.101324950767368E+006  0.101325004586951E+006  0.101325181499526E+006  0.101324427305407E+006  0.101324667177840E+006  0.101324714273745E+006  0.101324738427304E+006  0.101324770331368E+006  0.101324819338831E+006  0.101324874091334E+006  0.101324929161334E+006  0.101324983038077E+006  0.101325016830231E+006
