# Chordwise load of component: right_wing
# spanwise_location: 2.000 ; chord_length: 1.605
# n_chord : 20 ; n_time : 60. Next lines: x_chord , z_chord
  0.603973001466642E+001  0.587985231114171E+001  0.571994208721532E+001  0.555991392823939E+001  0.539962812139842E+001  0.523903450913046E+001  0.507823062821945E+001  0.491745487553855E+001  0.475706923571281E+001  0.460261384836964E+001  0.460212323727925E+001  0.475591532140239E+001  0.491603636139721E+001  0.507669188326066E+001  0.523751310113850E+001  0.539825453458622E+001  0.555878243641724E+001  0.571911231245064E+001  0.587934955433711E+001  0.603955772872795E+001
  0.103563234270819E-001 -0.783817455225018E-002 -0.257320625445131E-001 -0.424885911143609E-001 -0.564107836201052E-001 -0.657136852690857E-001 -0.685622415057279E-001 -0.645781083052980E-001 -0.533721298603098E-001 -0.228688989849972E-001  0.247302060467426E-001  0.590614857650412E-001  0.742041968852384E-001  0.821325312194145E-001  0.832297745733117E-001  0.778702631765675E-001  0.678870955540348E-001  0.550656300800754E-001  0.411048597387286E-001  0.268431946843895E-001
# t, dNz
  0.000000000000000E+000 -0.992270766602847E+000 -0.992431528764668E+000 -0.992555898135836E+000 -0.994175231438525E+000 -0.996721353700569E+000 -0.999157903934003E+000 -0.999620043471432E+000 -0.997524537292021E+000 -0.991357405795337E+000 -0.927304463058742E+000  0.916454042599732E+000  0.987898024180776E+000  0.996066649120366E+000  0.999346692570150E+000  0.999666874516560E+000  0.997365847689414E+000  0.994511957417304E+000  0.992343152680442E+000  0.991606408031575E+000  0.990790833151475E+000
  0.500000000000000E+000 -0.992270766602847E+000 -0.992431528764668E+000 -0.992555898135836E+000 -0.994175231438525E+000 -0.996721353700569E+000 -0.999157903934003E+000 -0.999620043471432E+000 -0.997524537292021E+000 -0.991357405795337E+000 -0.927304463058742E+000  0.916454042599732E+000  0.987898024180776E+000  0.996066649120366E+000  0.999346692570150E+000  0.999666874516560E+000  0.997365847689414E+000  0.994511957417304E+000  0.992343152680442E+000  0.991606408031575E+000  0.990790833151475E+000
  0.100000000000000E+001 -0.992270766602847E+000 -0.992431528764668E+000 -0.992555898135836E+000 -0.994175231438525E+000 -0.996721353700569E+000 -0.999157903934003E+000 -0.999620043471432E+000 -0.997524537292021E+000 -0.991357405795337E+000 -0.927304463058742E+000  0.916454042599732E+000  0.987898024180776E+000  0.996066649120366E+000  0.999346692570150E+000  0.999666874516560E+000  0.997365847689414E+000  0.994511957417304E+000  0.992343152680442E+000  0.991606408031575E+000  0.990790833151475E+000
  0.150000000000000E+001 -0.992270766602847E+000 -0.992431528764668E+000 -0.992555898135836E+000 -0.994175231438525E+000 -0.996721353700569E+000 -0.999157903934003E+000 -0.999620043471432E+000 -0.997524537292021E+000 -0.991357405795337E+000 -0.927304463058742E+000  0.916454042599732E+000  0.987898024180776E+000  0.996066649120366E+000  0.999346692570150E+000  0.999666874516560E+000  0.997365847689414E+000  0.994511957417304E+000  0.992343152680442E+000  0.991606408031575E+000  0.990790833151475E+000
  0.200000000000000E+001 -0.992270766602847E+000 -0.992431528764668E+000 -0.992555898135836E+000 -0.994175231438525E+000 -0.996721353700569E+000 -0.999157903934003E+000 -0.999620043471432E+000 -0.997524537292021E+000 -0.991357405795337E+000 -0.927304463058742E+000  0.916454042599732E+000  0.987898024180776E+000  0.996066649120366E+000  0.999346692570150E+000  0.999666874516560E+000  0.997365847689414E+000  0.994511957417304E+000  0.992343152680442E+000  0.991606408031575E+000  0.990790833151475E+000
  0.250000000000000E+001 -0.992270766602847E+000 -0.992431528764668E+000 -0.992555898135836E+000 -0.994175231438525E+000 -0.996721353700569E+000 -0.999157903934003E+000 -0.999620043471432E+000 -0.997524537292021E+000 -0.991357405795337E+000 -0.927304463058742E+000  0.916454042599732E+000  0.987898024180776E+000  0.996066649120366E+000  0.999346692570150E+000  0.999666874516560E+000  0.997365847689414E+000  0.994511957417304E+000  0.992343152680442E+000  0.991606408031575E+000  0.990790833151475E+000
  0.300000000000000E+001 -0.992270766602847E+000 -0.992431528764668E+000 -0.992555898135836E+000 -0.994175231438525E+000 -0.996721353700569E+000 -0.999157903934003E+000 -0.999620043471432E+000 -0.997524537292021E+000 -0.991357405795337E+000 -0.927304463058742E+000  0.916454042599732E+000  0.987898024180776E+000  0.996066649120366E+000  0.999346692570150E+000  0.999666874516560E+000  0.997365847689414E+000  0.994511957417304E+000  0.992343152680442E+000  0.991606408031575E+000  0.990790833151475E+000
  0.350000000000000E+001 -0.992270766602847E+000 -0.992431528764668E+000 -0.992555898135836E+000 -0.994175231438525E+000 -0.996721353700569E+000 -0.999157903934003E+000 -0.999620043471432E+000 -0.997524537292021E+000 -0.991357405795337E+000 -0.927304463058742E+000  0.916454042599732E+000  0.987898024180776E+000  0.996066649120366E+000  0.999346692570150E+000  0.999666874516560E+000  0.997365847689414E+000  0.994511957417304E+000  0.992343152680442E+000  0.991606408031575E+000  0.990790833151475E+000
