 # Integral loads: N.components: 2
 #                 Ref.sys     : Stability
 #                 Components  : fuselage_right , fuselage_left
 #  t , Fx , Fy , Fz , Mx , My , Mz , ref_mat(9) , ref_off(3) 
  0.100000000000000E+001  0.160534358638339E+006 -0.285112570709316E+000  0.229025620105395E+006 -0.191794096637750E+000  0.198554075084710E+006 -0.128313786140643E+001  0.100000000000000E+001  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.100000000000000E+001  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.100000000000000E+001  0.590000000000000E+001  0.000000000000000E+000 -0.500000000000000E+000
  0.100300000000000E+001  0.986561965178801E+004 -0.219597439168865E+000  0.158705822794464E+005 -0.231834485415675E+000  0.597959073265153E+005 -0.978285430537653E+000  0.100000000000000E+001  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.100000000000000E+001  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.100000000000000E+001  0.590000000000000E+001  0.000000000000000E+000 -0.500000000000000E+000
  0.100600000000000E+001  0.101481705156568E+005 -0.212329728456098E+000  0.135507311031075E+005 -0.216664581370424E+000  0.679540090181209E+005 -0.930736278736731E+000  0.100000000000000E+001  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.100000000000000E+001  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.100000000000000E+001  0.590000000000000E+001  0.000000000000000E+000 -0.500000000000000E+000
  0.100900000000000E+001  0.103722521385647E+005 -0.209627772932436E+000  0.125034110225508E+005 -0.205490843440202E+000  0.728130439956961E+005 -0.904583373761852E+000  0.100000000000000E+001  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.100000000000000E+001  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.100000000000000E+001  0.590000000000000E+001  0.000000000000000E+000 -0.500000000000000E+000
  0.101200000000000E+001  0.105633244132736E+005 -0.207962089138164E+000  0.118118379673470E+005 -0.196125949127236E+000  0.766520550012574E+005 -0.884515831210592E+000  0.100000000000000E+001  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.100000000000000E+001  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.100000000000000E+001  0.590000000000000E+001  0.000000000000000E+000 -0.500000000000000E+000
  0.101500000000000E+001  0.107080887407578E+005 -0.206014283201512E+000  0.111597000349614E+005 -0.188694179960294E+000  0.802579596988801E+005 -0.865898396827106E+000  0.100000000000000E+001  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.100000000000000E+001  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.100000000000000E+001  0.590000000000000E+001  0.000000000000000E+000 -0.500000000000000E+000
  0.101800000000000E+001  0.107925236272702E+005 -0.204080224215431E+000  0.105214365578915E+005 -0.182257353118985E+000  0.836180800846956E+005 -0.848494997677335E+000  0.100000000000000E+001  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.100000000000000E+001  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.100000000000000E+001  0.590000000000000E+001  0.000000000000000E+000 -0.500000000000000E+000
  0.102100000000000E+001  0.108320051162633E+005 -0.202334170578979E+000  0.995103971737289E+004 -0.176877135190807E+000  0.865814301979087E+005 -0.832939252577489E+000  0.100000000000000E+001  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.100000000000000E+001  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.100000000000000E+001  0.590000000000000E+001  0.000000000000000E+000 -0.500000000000000E+000
  0.102400000000000E+001  0.108400335712165E+005 -0.203688295281609E+000  0.961086086113456E+004 -0.175386495886414E+000  0.884069582731774E+005 -0.834140519771609E+000  0.100000000000000E+001  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.100000000000000E+001  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.100000000000000E+001  0.590000000000000E+001  0.000000000000000E+000 -0.500000000000000E+000
  0.102700000000000E+001  0.108316576391927E+005 -0.207881297523272E+000  0.956016154358678E+004 -0.177227685973776E+000  0.888999081512085E+005 -0.850696146066184E+000  0.100000000000000E+001  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.100000000000000E+001  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.100000000000000E+001  0.590000000000000E+001  0.000000000000000E+000 -0.500000000000000E+000
