 # Integral loads: N.components: 4
 #                 Ref.sys     : Stability
 #                 Components  : wing_right , wing_left , tail_right , tail_left
 #  t , Fx , Fy , Fz , Mx , My , Mz , ref_mat(9) , ref_off(3) 
  0.100000000000000E+001  0.408663312501334E+004  0.220416686170211E-001  0.146917794850877E+006 -0.936854099563789E-002 -0.163096212530528E+006  0.721134145860560E-001  0.100000000000000E+001  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.100000000000000E+001  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.100000000000000E+001  0.590000000000000E+001  0.000000000000000E+000 -0.500000000000000E+000
  0.100300000000000E+001 -0.606243569876502E+004  0.219610893145727E-002  0.600215775691071E+005  0.449975315859774E-002 -0.594180528534347E+005 -0.412812603826751E-002  0.100000000000000E+001  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.100000000000000E+001  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.100000000000000E+001  0.590000000000000E+001  0.000000000000000E+000 -0.500000000000000E+000
  0.100600000000000E+001 -0.626565978715174E+004  0.231110016284219E-002  0.595439575218435E+005  0.368082806744496E-002 -0.547451144562994E+005 -0.381897252373165E-002  0.100000000000000E+001  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.100000000000000E+001  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.100000000000000E+001  0.590000000000000E+001  0.000000000000000E+000 -0.500000000000000E+000
  0.100900000000000E+001 -0.641771900039653E+004  0.240277288139623E-002  0.603843999191288E+005  0.329852202230541E-002 -0.539865970392636E+005 -0.369813534052810E-002  0.100000000000000E+001  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.100000000000000E+001  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.100000000000000E+001  0.590000000000000E+001  0.000000000000000E+000 -0.500000000000000E+000
  0.101200000000000E+001 -0.650871554665547E+004  0.255615381593088E-002  0.612220008318909E+005  0.275319530192064E-002 -0.537504662385325E+005 -0.343093532865169E-002  0.100000000000000E+001  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.100000000000000E+001  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.100000000000000E+001  0.590000000000000E+001  0.000000000000000E+000 -0.500000000000000E+000
  0.101500000000000E+001 -0.657079563133283E+004  0.291004946484463E-002  0.617560579409965E+005  0.172866576031083E-002 -0.529303012848074E+005 -0.247724114524317E-002  0.100000000000000E+001  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.100000000000000E+001  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.100000000000000E+001  0.590000000000000E+001  0.000000000000000E+000 -0.500000000000000E+000
  0.101800000000000E+001 -0.665559064620115E+004  0.332266101213463E-002  0.619549450152770E+005  0.414287304010941E-003 -0.513035406847156E+005 -0.114463263525977E-002  0.100000000000000E+001  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.100000000000000E+001  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.100000000000000E+001  0.590000000000000E+001  0.000000000000000E+000 -0.500000000000000E+000
  0.102100000000000E+001 -0.676766274388233E+004  0.377937250232208E-002  0.618962727232398E+005 -0.116966086352477E-002 -0.490061913301503E+005  0.682149653584929E-003  0.100000000000000E+001  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.100000000000000E+001  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.100000000000000E+001  0.590000000000000E+001  0.000000000000000E+000 -0.500000000000000E+000
  0.102400000000000E+001 -0.687245055826228E+004  0.432919771583329E-002  0.616887032521941E+005 -0.302667134201329E-002 -0.462888321792037E+005  0.328333611469134E-002  0.100000000000000E+001  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.100000000000000E+001  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.100000000000000E+001  0.590000000000000E+001  0.000000000000000E+000 -0.500000000000000E+000
  0.102700000000000E+001 -0.692907019337186E+004  0.478173860847164E-002  0.616073683268612E+005 -0.451263757349807E-002 -0.443181687476088E+005  0.546074975864030E-002  0.100000000000000E+001  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.100000000000000E+001  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.100000000000000E+001  0.590000000000000E+001  0.000000000000000E+000 -0.500000000000000E+000
  0.103000000000000E+001 -0.695102038568487E+004  0.486349296897970E-002  0.617680802717635E+005 -0.490863611594250E-002 -0.437061518740256E+005  0.566161171263957E-002  0.100000000000000E+001  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.100000000000000E+001  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.100000000000000E+001  0.590000000000000E+001  0.000000000000000E+000 -0.500000000000000E+000
  0.103300000000000E+001 -0.696372293875094E+004  0.484004634517987E-002  0.620071801193121E+005 -0.487517630972434E-002 -0.436675199245839E+005  0.532220738386968E-002  0.100000000000000E+001  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.100000000000000E+001  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.100000000000000E+001  0.590000000000000E+001  0.000000000000000E+000 -0.500000000000000E+000
  0.103600000000000E+001 -0.697685045618139E+004  0.484625686613072E-002  0.622321144573301E+005 -0.486682650262082E-002 -0.437200308226543E+005  0.516555535796215E-002  0.100000000000000E+001  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.100000000000000E+001  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.100000000000000E+001  0.590000000000000E+001  0.000000000000000E+000 -0.500000000000000E+000
