# Chordwise load of component: right_wing
# spanwise_location: 1.000 ; chord_length: 2.454
# n_chord : 20 ; n_time : 60. Next lines: x_chord , z_chord
  0.110077606313723E+001  0.860966662397975E+000  0.621118807520187E+000  0.381075429026545E+000  0.140591726639722E+000 -0.100407456399322E+000 -0.341696491175799E+000 -0.582788433431770E+000 -0.822945786481835E+000 -0.105178872895909E+001 -0.105179030090016E+001 -0.822948771551878E+000 -0.582791087580141E+000 -0.341698796999226E+000 -0.100409407027842E+000  0.140590133933176E+000  0.381074193156195E+000  0.621117926145095E+000  0.860966133821049E+000  0.110077588694710E+001
 -0.141914751915092E-001 -0.417964076028189E-001 -0.690520053817295E-001 -0.944629252076402E-001 -0.115104054512392E+000 -0.127829298624303E+000 -0.129372667574023E+000 -0.119004514654792E+000 -0.960770475271774E-001 -0.405453579871147E-001  0.405433008145443E-001  0.960766283075047E-001  0.119004321856208E+000  0.129372617427517E+000  0.127829356424899E+000  0.115104171444874E+000  0.944630503894549E-001  0.690521079459171E-001  0.417964712589044E-001  0.141914964291703E-001
# t, dFz
  0.000000000000000E+000 -0.138777590735372E-001 -0.131476548087405E-001 -0.123772877030972E-001 -0.797937266094552E-002  0.388377768828020E-003  0.140088927816074E-001  0.344695313635426E-001  0.571290381232526E-001  0.801126379881958E-001  0.105470468598455E+000  0.512000577514943E-001  0.534514311866294E-001  0.714147831953315E-001  0.919322593140017E-001  0.108237248742042E+000  0.115124934413716E+000  0.114397370077484E+000  0.106779904748687E+000  0.924662908798768E-001  0.784302989037634E-001
  0.500000000000000E+000  0.120743270337461E-001  0.482592515642185E-002 -0.681814491978689E-002 -0.168502137272032E-001 -0.248209785720378E-001 -0.289926065678729E-001 -0.262397302665275E-001 -0.178715741799156E-001 -0.482168179806585E-002  0.229040261709213E-001  0.982160876920704E-001  0.719302635436390E-001  0.635037065307139E-001  0.598957635764122E-001  0.535934051108089E-001  0.423724840048688E-001  0.297987831161667E-001  0.177473424659905E-001  0.717817570703920E-002  0.378442999359422E-002
  0.100000000000000E+001  0.618971978778103E-002  0.200441351813213E-002 -0.804273751369342E-002 -0.172283134184094E-001 -0.247309092840846E-001 -0.286408873758377E-001 -0.257565143884429E-001 -0.173174685145922E-001 -0.417915887232220E-002  0.234286059459613E-001  0.100300651596968E+000  0.728984756557794E-001  0.642950914760438E-001  0.605913946337302E-001  0.541439307623948E-001  0.426444580637815E-001  0.295752069336434E-001  0.166265797803502E-001  0.437951293289469E-002 -0.211390707521756E-002
  0.150000000000000E+001  0.466107254997226E-002  0.123016095388438E-002 -0.837069127859532E-002 -0.172847471903865E-001 -0.246097258468350E-001 -0.284023998328716E-001 -0.254492813945881E-001 -0.169610328928775E-001 -0.374476952931775E-002  0.237847089364796E-001  0.101846511184637E+000  0.735644272016707E-001  0.648057937707572E-001  0.610214770870907E-001  0.544786761067113E-001  0.428292047905861E-001  0.295378365831862E-001  0.162513068278098E-001  0.345474701202942E-002 -0.396438450637568E-002
  0.200000000000000E+001  0.389241767600799E-002  0.833167857361256E-003 -0.853848867604953E-002 -0.173031709209176E-001 -0.245220065226983E-001 -0.282384144981328E-001 -0.252364648609770E-001 -0.167095385359106E-001 -0.343065705579680E-002  0.240392174255177E-001  0.103005224400789E+000  0.740509131265489E-001  0.651692642659618E-001  0.613214844583726E-001  0.547101776179456E-001  0.429628572952761E-001  0.295396112545417E-001  0.160703169827081E-001  0.299937681851378E-002 -0.485912511464092E-002
  0.250000000000000E+001  0.341551674757770E-002  0.587245322026481E-003 -0.863941713931124E-002 -0.173062383400211E-001 -0.244526828898134E-001 -0.281148601101347E-001 -0.250766072919462E-001 -0.165197841540546E-001 -0.319242173248196E-002  0.242287001700539E-001  0.103889267709702E+000  0.744200999148094E-001  0.654431010708727E-001  0.615464912679044E-001  0.548847168721581E-001  0.430688588402523E-001  0.295577264794481E-001  0.159724289232921E-001  0.273440614849402E-002 -0.538340125211506E-002
  0.300000000000000E+001  0.310367285158341E-002  0.427789183880318E-003 -0.870132629804053E-002 -0.173004366755172E-001 -0.243953071196958E-001 -0.280176906626358E-001 -0.249519724219736E-001 -0.163719806232927E-001 -0.300698808646001E-002  0.243735340251775E-001  0.104575622519608E+000  0.747068674849186E-001  0.656554617126253E-001  0.617210579050435E-001  0.550213792166539E-001  0.431558297988554E-001  0.295831708255328E-001  0.159194177543146E-001  0.257183965854598E-002 -0.571112210543271E-002
  0.350000000000000E+001  0.289210022288563E-002  0.320730876096395E-003 -0.874032186676101E-002 -0.172910121880822E-001 -0.243480577734113E-001 -0.279404988647430E-001 -0.248535475143719E-001 -0.162552701126134E-001 -0.286058061057247E-002  0.244861837328565E-001  0.105116177442079E+000  0.749327963429707E-001  0.658224580834008E-001  0.618582764052557E-001  0.551294537876497E-001  0.432268247358215E-001  0.296095706390143E-001  0.158905500786265E-001  0.246778495443729E-002 -0.592571088155742E-002
  0.400000000000000E+001  0.274390534732341E-002  0.246619286729257E-003 -0.876551765331373E-002 -0.172806522663930E-001 -0.243092938017329E-001 -0.278787274555345E-001 -0.247750509959603E-001 -0.161620990960109E-001 -0.274360988507641E-002  0.245750797647672E-001  0.105547229474529E+000  0.751128901439490E-001  0.659552221085200E-001  0.619671820248330E-001  0.552154817612321E-001  0.432845078844189E-001  0.296340097150138E-001  0.158747803353410E-001  0.239852442024756E-002 -0.607198397443373E-002
  0.450000000000000E+001  0.263737188447284E-002  0.194050162427516E-003 -0.878206134216839E-002 -0.172705087767772E-001 -0.242774015163054E-001 -0.278288504931078E-001 -0.247118019233773E-001 -0.160869189864054E-001 -0.264911408699766E-002  0.246461501504762E-001  0.105894845485461E+000  0.752580006526986E-001  0.660618635229060E-001  0.620544432234806E-001  0.552844808776099E-001  0.433314120293440E-001  0.296555649574704E-001  0.158663170983635E-001  0.235089406270075E-002 -0.617502924035540E-002
  0.500000000000000E+001  0.255913684855378E-002  0.156018602220995E-003 -0.879301329713612E-002 -0.172610563613242E-001 -0.242510180867205E-001 -0.277882011806681E-001 -0.246603257327699E-001 -0.160256356090967E-001 -0.257198250978866E-002  0.247036410349201E-001  0.106178083679879E+000  0.753761009904418E-001  0.661483649949523E-001  0.621250191610785E-001  0.553402761833293E-001  0.433697043956821E-001  0.296741673484753E-001  0.158620337201465E-001  0.231725715683017E-002 -0.624958611526582E-002
  0.550000000000000E+001  0.250064220266621E-002  0.128050015856845E-003 -0.880026814991360E-002 -0.172524591685269E-001 -0.242290483693914E-001 -0.277547687263330E-001 -0.246180294725925E-001 -0.159751998335262E-001 -0.250841635355578E-002  0.247506475555048E-001  0.106411082626973E+000  0.754731217490066E-001  0.662191814528814E-001  0.621826160646206E-001  0.553857674549731E-001  0.434011382264780E-001  0.296900653137514E-001  0.158601745717550E-001  0.229297028180278E-002 -0.630474194813235E-002
