# Chordwise load of component: right_wing
# spanwise_location: 2.000 ; chord_length: 1.605
# n_chord : 20 ; n_time : 60. Next lines: x_chord , z_chord
  0.118973001466642E+001  0.102985231114171E+001  0.869942087215318E+000  0.709913928239394E+000  0.549628121398418E+000  0.389034509130462E+000  0.228230628219447E+000  0.674548755385555E-001 -0.929307642871859E-001 -0.247386151630362E+000 -0.247876762720755E+000 -0.940846785976121E-001  0.660363613972123E-001  0.226691883260658E+000  0.387513101138500E+000  0.548254534586220E+000  0.708782436417238E+000  0.869112312450636E+000  0.102934955433711E+001  0.118955772872795E+001
  0.103563234270819E-001 -0.783817455225018E-002 -0.257320625445131E-001 -0.424885911143609E-001 -0.564107836201052E-001 -0.657136852690857E-001 -0.685622415057279E-001 -0.645781083052980E-001 -0.533721298603098E-001 -0.228688989849972E-001  0.247302060467426E-001  0.590614857650412E-001  0.742041968852384E-001  0.821325312194145E-001  0.832297745733117E-001  0.778702631765675E-001  0.678870955540348E-001  0.550656300800754E-001  0.411048597387286E-001  0.268431946843895E-001
# t, Cp
  0.000000000000000E+000 -0.421601301597856E-001 -0.576832975780300E-001 -0.785764052167791E-001 -0.778858580548024E-001 -0.573759766389616E-001 -0.108761112704845E-001  0.727228166070607E-001  0.177687823961972E+000  0.301503307669321E+000  0.595689800323595E+000 -0.605224624214554E+000 -0.449452881328547E+000 -0.493762532432664E+000 -0.554275871290287E+000 -0.591854126587469E+000 -0.584222522932321E+000 -0.544351306960941E+000 -0.479386097507315E+000 -0.394523892454982E+000 -0.329206330407616E+000
  0.500000000000000E+000  0.918697155214615E-001  0.566224264136844E-001 -0.862420453380048E-002 -0.666713446725111E-001 -0.114051000913251E+000 -0.140884533560069E+000 -0.130254145854778E+000 -0.859535400680025E-001 -0.559226013238657E-002  0.270842840616352E+000 -0.798621324051244E+000 -0.485082030550494E+000 -0.421024655515577E+000 -0.388553515523818E+000 -0.343667013818917E+000 -0.273046243690051E+000 -0.195307239427505E+000 -0.119889770174423E+000 -0.504745529251234E-001 -0.196253865116326E-001
  0.100000000000000E+001  0.510605647244100E-001  0.290358679624979E-001 -0.266081323827714E-001 -0.773601166717639E-001 -0.119298149814567E+000 -0.142173034534693E+000 -0.128788572389236E+000 -0.823736043893283E-001  0.353031637177152E-003  0.280334413278234E+000 -0.828513170431207E+000 -0.494961549728621E+000 -0.427287450121858E+000 -0.392301404347196E+000 -0.344461945376352E+000 -0.269749983153621E+000 -0.186510411914397E+000 -0.103813262730606E+000 -0.248529690192679E-001  0.190669902481055E-001
  0.150000000000000E+001  0.397477855838475E-001  0.221112977179524E-001 -0.304468025562119E-001 -0.789349443191841E-001 -0.119132368204619E+000 -0.140659418519224E+000 -0.126285621420892E+000 -0.790008848362440E-001  0.497544083136501E-002  0.286951485147328E+000 -0.849555290029802E+000 -0.502141439946716E+000 -0.432221301903942E+000 -0.395951699703918E+000 -0.346819528137944E+000 -0.270465108844825E+000 -0.185183910463478E+000 -0.998970655920718E-001 -0.174803262515197E-001  0.312855085483929E-001
  0.200000000000000E+001  0.355622361746740E-001  0.197067913360597E-001 -0.315157105739881E-001 -0.789783151827142E-001 -0.118326869220747E+000 -0.139146672487461E+000 -0.124224209571024E+000 -0.764162712636280E-001  0.838686100624326E-002  0.291648970092792E+000 -0.864718678967818E+000 -0.507341023864242E+000 -0.435850292258221E+000 -0.398741687363557E+000 -0.348831733033576E+000 -0.271556258466938E+000 -0.185216507490649E+000 -0.986845572317127E-001 -0.146863853373603E-001  0.361721526750192E-001
  0.250000000000000E+001  0.331890104042625E-001  0.184091009177059E-001 -0.319897740163781E-001 -0.788081531802031E-001 -0.117607578204973E+000 -0.137955389960993E+000 -0.122656165637273E+000 -0.744790235798204E-001  0.109179219801701E-001  0.295061413310087E+000 -0.875877982920310E+000 -0.511175971623531E+000 -0.438536349334404E+000 -0.400823963313891E+000 -0.350371245350473E+000 -0.272474727548984E+000 -0.185446043116072E+000 -0.981300080921726E-001 -0.131577841146021E-001  0.389571311728807E-001
  0.300000000000000E+001  0.316329492680879E-001  0.175911617116617E-001 -0.322407350598217E-001 -0.786118223067218E-001 -0.117024614240409E+000 -0.137034371886252E+000 -0.121460198270118E+000 -0.730099800021702E-001  0.128273594685980E-001  0.297597216514988E+000 -0.884247827552795E+000 -0.514058878864196E+000 -0.440559374507523E+000 -0.402398097106504E+000 -0.351548767495358E+000 -0.273208299497416E+000 -0.185697250574606E+000 -0.978418762292190E-001 -0.122072952830032E-001  0.407538803371137E-001
  0.350000000000000E+001  0.305783245000400E-001  0.170578545694209E-001 -0.323718629052473E-001 -0.784226134449155E-001 -0.116554948797370E+000 -0.136315834973596E+000 -0.120535943163839E+000 -0.718791186861481E-001  0.142918550234050E-001  0.299519687987061E+000 -0.890634396139500E+000 -0.516263541924943E+000 -0.442108650902431E+000 -0.403606922362453E+000 -0.352460920258319E+000 -0.273794337584403E+000 -0.185935018727251E+000 -0.976961689682264E-001 -0.115960040211115E-001  0.419547102507162E-001
  0.400000000000000E+001  0.298487105893150E-001  0.167035128255225E-001 -0.324349794729559E-001 -0.782513139135041E-001 -0.116175799329253E+000 -0.135749663973496E+000 -0.119812854250905E+000 -0.709967923332112E-001  0.154316127981545E-001  0.301002558577404E+000 -0.895582694642323E+000 -0.517974607720218E+000 -0.443311943541551E+000 -0.404547466617868E+000 -0.353175224350201E+000 -0.274263910133250E+000 -0.186147259473616E+000 -0.976291170703168E-001 -0.111938268952156E-001  0.427773315399622E-001
  0.450000000000000E+001  0.293330557017584E-001  0.164633600316151E-001 -0.324600005324682E-001 -0.781013244459355E-001 -0.115868748656668E+000 -0.135299459024060E+000 -0.119240869879043E+000 -0.703000386361357E-001  0.163302345376536E-001  0.302163667081677E+000 -0.899469195121880E+000 -0.519319999090695E+000 -0.444258116002078E+000 -0.405287658823637E+000 -0.353739897382109E+000 -0.274641433779140E+000 -0.186330735275321E+000 -0.976047701553896E-001 -0.109229615188529E-001  0.433547991956161E-001
  0.500000000000000E+001  0.289610954182577E-001  0.162974738616488E-001 -0.324640006538582E-001 -0.779722658325694E-001 -0.115618924445030E+000 -0.134938251292359E+000 -0.118783698572086E+000 -0.697436800158165E-001  0.170471457175621E-001  0.303085013140726E+000 -0.902559449818434E+000 -0.520390415330711E+000 -0.445010533972478E+000 -0.405876346852003E+000 -0.354190342237366E+000 -0.274946381206426E+000 -0.186486720079053E+000 -0.976031551349408E-001 -0.107364433449125E-001  0.437694822380654E-001
  0.550000000000000E+001  0.286878482720229E-001  0.161809897335414E-001 -0.324566331223899E-001 -0.778620859713684E-001 -0.115414446942010E+000 -0.134645849890429E+000 -0.118414653933645E+000 -0.692947767185601E-001  0.176253450277369E-001  0.303824919473048E+000 -0.905044274991531E+000 -0.521251341132428E+000 -0.445615171732925E+000 -0.406349228573475E+000 -0.354552881184102E+000 -0.275194154913476E+000 -0.186618340800370E+000 -0.976132619491774E-001 -0.106054661741287E-001  0.440733195913558E-001
