Time_Iter,Outer_Iter,Inner_Iter,CD       ,CL       
0,0,62,0.1484989706,0.6864040564
0,0,63,0.1478278404,0.6818189046
0,0,64,0.1472933676,0.6780738189
0,0,65,0.1468631017,0.6751720268
0,0,66,0.1465152415,0.6731279972
0,0,67,0.1462336271,0.6719697571
0,0,68,0.1460432481,0.6717239775
0,0,69,0.1460012317,0.6726267015
0,0,70,0.1461411168,0.6747092353
0,0,71,0.1465203927,0.6780167839
0,0,72,0.1471807955,0.6825528491
0,0,73,0.1481393175,0.6882354434
0,0,74,0.149297013,0.6944629311
0,0,75,0.1507202223,0.7015304539
0,0,76,0.1522811379,0.7088465716
0,0,77,0.1539917991,0.7164562813
0,0,78,0.1557047263,0.7237622874
0,0,79,0.1574219567,0.7307939828
0,0,80,0.1591094125,0.7374400436
0,0,81,0.1607236604,0.7435386266
0,0,82,0.1621603372,0.7487254894
0,0,83,0.1633131733,0.7526660698
0,0,84,0.164170639,0.7553846109
0,0,85,0.1647377455,0.7569690304
0,0,86,0.1650200243,0.7575106647
0,0,87,0.1650227122,0.7570958637
0,0,88,0.1647530751,0.755809092
0,0,89,0.1641865357,0.7536238136
0,0,90,0.1633654057,0.7507109295
0,0,91,0.1622985609,0.7471475417
0,0,92,0.1610024207,0.7429815274
0,0,93,0.1594841538,0.7382761032
0,0,94,0.1578138457,0.7332304792
0,0,95,0.1561268746,0.7282365602
0,0,96,0.1544512123,0.7233426331
0,0,97,0.1528730904,0.7187237903
0,0,98,0.1515248226,0.714722462
0,0,99,0.1504644373,0.7114473736
0,0,100,0.1497119105,0.708920868
0,0,101,0.1492989044,0.7072382765
0,0,102,0.1492808133,0.7066875451
0,0,103,0.1495860212,0.7070844628
0,0,104,0.1501932374,0.7085331586
0,0,105,0.1510522032,0.7109426344
0,0,106,0.1520958686,0.7141979238
0,0,107,0.153249085,0.7181258704
0,0,108,0.1544342917,0.7224961136
0,0,109,0.1555768581,0.7270434506
0,0,110,0.1566605012,0.7317579476
0,0,111,0.1575279142,0.7358998645
0,0,112,0.1581721989,0.7394453418
0,0,113,0.1585394509,0.7420182002
0,0,114,0.1586194384,0.7435268506
0,0,115,0.1584448078,0.7440088666
0,0,116,0.158034452,0.7436257897
0,0,117,0.1573816034,0.7422796931
0,0,118,0.1564817185,0.7400333327
0,0,119,0.1553683926,0.7369398869
0,0,120,0.1540653911,0.7331650543
0,0,121,0.1525782043,0.7287102764
0,0,122,0.1510028079,0.7238947528
0,0,123,0.1494860799,0.7191966326
0,0,124,0.1480731949,0.71484347
0,0,125,0.1468261892,0.7109960091
0,0,126,0.1458405419,0.7079995296
0,0,127,0.1451511371,0.7059172274
0,0,128,0.1448281878,0.7049849827
0,0,129,0.1448727965,0.7052329435
0,0,130,0.1452857179,0.7066811673
0,0,131,0.1460556798,0.7093196985
0,0,132,0.1470732762,0.7127900422
0,0,133,0.1483850951,0.7173188706
0,0,134,0.1498517046,0.7224557964
0,0,135,0.1514808859,0.7282827326
0,0,136,0.1531233153,0.7342850575
0,0,137,0.1547776969,0.7404911735
0,0,138,0.156307674,0.7463828132
0,0,139,0.1577115658,0.7519541384
0,0,140,0.1589477477,0.7570365805
0,0,141,0.1599619953,0.7613959069
0,0,142,0.1606452691,0.7644911812
0,0,143,0.1610316476,0.7663696961
0,0,144,0.1611386377,0.7670106307
0,0,145,0.1610191712,0.7665666354
0,0,146,0.1607124475,0.7651735364
0,0,147,0.1602675475,0.7630271039
0,0,148,0.1596962825,0.7601907242
0,0,149,0.1590397488,0.7568981818
0,0,150,0.1583069442,0.753218894
0,0,151,0.1575470682,0.7494181023
0,0,152,0.1568127209,0.7457331528
0,0,153,0.1561217522,0.7422349782
0,0,154,0.1555260789,0.7391186013
0,0,155,0.155028596,0.7363770667
0,0,156,0.1546854329,0.7342350958
0,0,157,0.1544913348,0.732638148
0,0,158,0.1544584897,0.7316132718
0,0,159,0.1546205403,0.7312497695
0,0,160,0.1549298686,0.7314142255
0,0,161,0.1554202231,0.7322806345
0,0,162,0.1560534293,0.7337043868
0,0,163,0.1567842551,0.7355733109
0,0,164,0.1575729601,0.737767569
0,0,165,0.1584330169,0.7403100125
0,0,166,0.1592625059,0.7427977357
0,0,167,0.1600903373,0.7453239818
0,0,168,0.1609077579,0.7477399142
0,0,169,0.1616848931,0.7498834614
0,0,170,0.1624158435,0.7516833812
0,0,171,0.1630916092,0.7530740656
0,0,172,0.1636979347,0.7539917527
0,0,173,0.164217865,0.7543835756
0,0,174,0.1646335327,0.7542135378
0,0,175,0.1649268354,0.7534628125
0,0,176,0.1650793634,0.7521255376
0,0,177,0.1650728057,0.7502040654
0,0,178,0.1648901123,0.7477068766
0,0,179,0.1645177102,0.7446497797
0,0,180,0.163948391,0.7410604709
0,0,181,0.1632268481,0.7371787447
0,0,182,0.1623405135,0.732937449
0,0,183,0.1612645494,0.7282016187
0,0,184,0.1600459711,0.723193218
0,0,185,0.1587315986,0.7180732114
0,0,186,0.1573716141,0.7130052419
0,0,187,0.155959529,0.7079824299
0,0,188,0.1545485785,0.7031982011
0,0,189,0.1532410269,0.6990349822
0,0,190,0.1520487257,0.6955957351
0,0,191,0.151019223,0.6930430895
0,0,192,0.1502274252,0.6916194879
0,0,193,0.1496966459,0.6913784826
0,0,194,0.1494297127,0.692167151
0,0,195,0.1494156748,0.6939306579
0,0,196,0.1496351567,0.696645482
0,0,197,0.1500318924,0.6999679099
0,0,198,0.1505805423,0.7038092515
0,0,199,0.1512678316,0.7081825581
0,0,200,0.1520557357,0.7129368201
0,0,201,0.1529046015,0.7179045057
0,0,202,0.153723171,0.7226230749
0,0,203,0.1545474832,0.7273302836
0,0,204,0.1553690074,0.7320403174
0,0,205,0.156123561,0.7364423565
0,0,206,0.1567988836,0.7404749513
0,0,207,0.1573951316,0.7441311992
0,0,208,0.1579200252,0.7474280463
0,0,209,0.1584214027,0.7505802728
0,0,210,0.1588623005,0.7533341484
0,0,211,0.1592843168,0.755847765
0,0,212,0.1597160421,0.7582276486
0,0,213,0.1601025205,0.7602123482
0,0,214,0.1604887362,0.7620289898
0,0,215,0.160843804,0.7635698736
0,0,216,0.1611514994,0.7648042033
0,0,217,0.16142042,0.7657832667
0,0,218,0.1616370184,0.7664622881
0,0,219,0.1617916481,0.7668016253
0,0,220,0.1618781671,0.7667772714
0,0,221,0.161892304,0.7663811927
0,0,222,0.1618319289,0.7656224753
0,0,223,0.1616985996,0.7645304996
0,0,224,0.1614994333,0.7631570965
0,0,225,0.1612482987,0.7615773866
0,0,226,0.1609665259,0.7598901604
0,0,227,0.1606851589,0.7582391628
0,0,228,0.1604477604,0.756784596
0,0,229,0.1602527663,0.7555020748
0,0,230,0.1601449447,0.7545719703
0,0,231,0.1601498733,0.754099684
0,0,232,0.1602859604,0.7541566481
0,0,233,0.1605646079,0.7547869423
0,0,234,0.1609888727,0.7560054322
0,0,235,0.1615531383,0.7577965568
0,0,236,0.1622436666,0.7601141701
0,0,237,0.1630399315,0.7628849771
0,0,238,0.1639160431,0.7660135779
0,0,239,0.1647840311,0.7691532323
0,0,240,0.1656981951,0.7725343347
0,0,241,0.1665741497,0.7758098458
0,0,242,0.1674250462,0.7790728839
0,0,243,0.168176302,0.7820145721
0,0,244,0.1688383115,0.7847199411
0,0,245,0.1693574065,0.7869471712
0,0,246,0.1697450762,0.7887818688
0,0,247,0.1699715621,0.7900629631
0,0,248,0.170042075,0.7908097011
0,0,249,0.169979589,0.7911114667
0,0,250,0.1697803638,0.7909519762
0,0,251,0.1694446184,0.7903241273
0,0,252,0.1689771746,0.7892340789
0,0,253,0.1683847729,0.7876912019
0,0,254,0.1677088222,0.7857972708
0,0,255,0.1669319005,0.7835166135
0,0,256,0.1660806737,0.780891682
0,0,257,0.165130177,0.7778411384
0,0,258,0.1641189721,0.7744498276
0,0,259,0.1630206824,0.7706245058
0,0,260,0.1618196839,0.7662639953
0,0,261,0.1605583788,0.7615187182
0,0,262,0.1592662617,0.7565004943
0,0,263,0.1579729851,0.7513325223
0,0,264,0.1567140685,0.7461671564
0,0,265,0.1555309936,0.7411831153
0,0,266,0.1544685228,0.7365745353
0,0,267,0.1536044962,0.7326899035
0,0,268,0.1529367764,0.7295343865
0,0,269,0.1524785372,0.7271824204
0,0,270,0.1522659866,0.7258090794
0,0,271,0.1522913225,0.7253913921
0,0,272,0.1525581224,0.7259531048
0,0,273,0.1530668588,0.7275082435
0,0,274,0.1538082385,0.7300321511
0,0,275,0.1547600123,0.7334492173
0,0,276,0.1558859627,0.7376295375
0,0,277,0.1572133641,0.7427145407
0,0,278,0.1585631734,0.7479825246
0,0,279,0.159933553,0.7534468263
0,0,280,0.1611934158,0.7585495661
0,0,281,0.1623525584,0.7633186769
0,0,282,0.1633224901,0.7673400863
0,0,283,0.1641355084,0.7707108452
0,0,284,0.164788659,0.7733710729
0,0,285,0.1652611196,0.7751924957
0,0,286,0.1655721174,0.7762397525
0,0,287,0.1657672974,0.7766909783
0,0,288,0.1658511404,0.7765788501
0,0,289,0.1658493773,0.7760633223
0,0,290,0.1658110099,0.7753923019
0,0,291,0.1657527225,0.7746828241
0,0,292,0.1657067956,0.7741243025
0,0,293,0.1657015353,0.7738562896
0,0,294,0.1657551358,0.7739529325
0,0,295,0.1658770683,0.7744364472
0,0,296,0.1660701201,0.7752941053
0,0,297,0.166331759,0.7764915555
0,0,298,0.1666547335,0.77798079
0,0,299,0.167027709,0.7797043114
0,0,300,0.1674365569,0.7815977086
0,0,301,0.1678662193,0.7835920704
0,0,302,0.1683348401,0.7857646642
0,0,303,0.1687755755,0.7877701007
0,0,304,0.1692136945,0.789730876
0,0,305,0.1696113694,0.7914100644
0,0,306,0.1699870678,0.7929049833
0,0,307,0.1703047175,0.794012498
0,0,308,0.1705746322,0.7948101245
0,0,309,0.1707630177,0.7951244481
0,0,310,0.1708761432,0.7950118227
0,0,311,0.1708965032,0.7943268453
0,0,312,0.1708049092,0.7930231915
0,0,313,0.1706036151,0.7911244011
0,0,314,0.1702968692,0.7886671404
0,0,315,0.1698898291,0.7857004967
0,0,316,0.1693887884,0.782282545
0,0,317,0.1688014526,0.7784794733
0,0,318,0.1681367081,0.7743639285
0,0,319,0.16740442,0.7700123057
0,0,320,0.1666455894,0.7656757924
0,0,321,0.1658631532,0.7613635357
0,0,322,0.1650573406,0.7570682909
0,0,323,0.164242128,0.7529160632
0,0,324,0.1634186071,0.7489160558
0,0,325,0.1625999462,0.7451958804
0,0,326,0.1617918006,0.7417538036
0,0,327,0.1610174359,0.7387452687
0,0,328,0.1602933027,0.7361766334
0,0,329,0.1596572632,0.7342442989
0,0,330,0.1591257401,0.7329197647
0,0,331,0.1587439639,0.7324129657
0,0,332,0.1585230541,0.7327463472
0,0,333,0.1584967665,0.7339753636
0,0,334,0.1586790556,0.7361047437
0,0,335,0.1590655801,0.7390699586
0,0,336,0.159680293,0.7430189653
0,0,337,0.1604193653,0.7473925758
0,0,338,0.1612731611,0.7521859342
0,0,339,0.1621463994,0.7569605527
0,0,340,0.1629761777,0.7614378057
0,0,341,0.1637704561,0.7656973381
0,0,342,0.1645072244,0.7696529793
0,0,343,0.1651762555,0.7732601362
0,0,344,0.1657799816,0.7765243326
0,0,345,0.16632789,0.7794800301
0,0,346,0.1668312456,0.782170637
0,0,347,0.1672993032,0.7846335469
0,0,348,0.1677377392,0.7868924789
0,0,349,0.1681776757,0.7890919823
0,0,350,0.1685676806,0.7909790377
0,0,351,0.1689339116,0.7926653884
0,0,352,0.1692822029,0.7941464297
0,0,353,0.169588443,0.7953043831
0,0,354,0.1698707056,0.7961718429
0,0,355,0.1700981498,0.7965811972
0,0,356,0.1702426184,0.7964309103
0,0,357,0.1702945003,0.7957002253
0,0,358,0.170240721,0.7943612063
0,0,359,0.170070158,0.7923899912
0,0,360,0.1697783755,0.7897840958
0,0,361,0.1693710892,0.7865795931
0,0,362,0.1688653514,0.7828613377
0,0,363,0.1683039508,0.7789156476
0,0,364,0.1677202447,0.7748376027
0,0,365,0.1671184932,0.7706867481
0,0,366,0.1665500999,0.7666894325
0,0,367,0.1660153547,0.7628992108
0,0,368,0.1655694703,0.7596259689
0,0,369,0.1652076231,0.7568274428
0,0,370,0.16493786,0.7545586516
0,0,371,0.1647678993,0.752884154
0,0,372,0.1647037443,0.751854448
0,0,373,0.1647506312,0.7515036434
0,0,374,0.1649134083,0.7518499182
0,0,375,0.165195168,0.75289098
0,0,376,0.1655949072,0.7545971414
0,0,377,0.1661049942,0.7569049151
0,0,378,0.1667498527,0.7599182894
0,0,379,0.167438451,0.7631824666
0,0,380,0.1681726671,0.7667128717
0,0,381,0.1688804062,0.7701410274
0,0,382,0.1695434576,0.7734188467
0,0,383,0.1700989101,0.7762334144
0,0,384,0.1705229164,0.7785303431
0,0,385,0.1707812813,0.7801217777
0,0,386,0.1708589549,0.780991628
0,0,387,0.1707571689,0.7810973977
0,0,388,0.1704917968,0.7805138567
0,0,389,0.170085332,0.7793393246
0,0,390,0.1695500678,0.7776319334
0,0,391,0.1689056047,0.7754749724
0,0,392,0.1681774919,0.7729710557
0,0,393,0.1673948051,0.7702325815
0,0,394,0.1665886039,0.7673768405
0,0,395,0.1657906899,0.7645219404
0,0,396,0.1650324371,0.7617842391
0,0,397,0.1643434705,0.7592742583
0,0,398,0.1637366858,0.7570473863
0,0,399,0.1632480631,0.7552092021
0,0,400,0.1629131953,0.7539323029
0,0,401,0.1627178872,0.7531475182
0,0,402,0.1626836601,0.7529770834
0,0,403,0.1627721239,0.7532562099
0,0,404,0.1629956936,0.7540640321
0,0,405,0.1633319954,0.7552919012
0,0,406,0.1637452582,0.7567970281
0,0,407,0.164208129,0.758474257
0,0,408,0.1646924446,0.7602218454
0,0,409,0.1651991216,0.7620676628
0,0,410,0.1656516461,0.7637065115
0,0,411,0.1660487066,0.7651922652
0,0,412,0.1663574494,0.7663834877
0,0,413,0.1665792711,0.7673495127
0,0,414,0.1667024331,0.7680124301
0,0,415,0.1667375546,0.7684219271
0,0,416,0.1667050494,0.7686600459
0,0,417,0.1666117935,0.7687965796
0,0,418,0.1664672568,0.7687892804
0,0,419,0.1663020678,0.7687770552
0,0,420,0.1661290602,0.7688464741
0,0,421,0.165978413,0.7690378978
,,,,
mean from cell 60:end,,,0.161088780629096,0.751879485275141
