Time_Iter,Outer_Iter,Inner_Iter,CD       ,CL       ,CMx      ,CMy      
0,0,0,0.05115979484,0.141972776,-0.1741612052,-0.2513804412
0,0,1,0.009539125485,0.05235645372,-0.05070305849,-0.08055265362
0,0,2,-0.003171877454,0.019612076,-0.01372174542,-0.02303684943
0,0,3,0.001945481309,0.02801869815,-0.02982858102,-0.04395543759
0,0,4,0.006172549036,0.03829622771,-0.04291564481,-0.06371630486
0,0,5,0.005891200374,0.03923342208,-0.04255364162,-0.06395318747
0,0,6,0.004053200889,0.0357276233,-0.03737102413,-0.05650033305
0,0,7,0.002307564295,0.03072482472,-0.03165700531,-0.04755080946
0,0,8,0.001247896964,0.02610337941,-0.02717519015,-0.04004975241
0,0,9,0.0008827364168,0.02283379615,-0.02445631466,-0.0351266777
0,0,10,0.0009974407386,0.02105050988,-0.02328729351,-0.032688718
0,0,11,0.001358000993,0.02044656106,-0.023190553,-0.03210334509
0,0,12,0.001740902043,0.0205413077,-0.02360526711,-0.03252093489
0,0,13,0.002000790494,0.02076114985,-0.02400205742,-0.03301789788
0,0,14,0.002121529481,0.02078808716,-0.02416006911,-0.0331511389
0,0,15,0.002176913377,0.02073753104,-0.02426584913,-0.03317855549
0,0,16,0.002248496624,0.02087484955,-0.02462471935,-0.03357502081
0,0,17,0.002369670778,0.0213423665,-0.02535090146,-0.03454683961
0,0,18,0.002508645686,0.02198181258,-0.026224753,-0.03577970113
0,0,19,0.002630835349,0.02260013168,-0.02703462949,-0.03694426847
0,0,20,0.002737960585,0.02317192331,-0.02778199648,-0.0380259737
0,0,21,0.002834945319,0.02371909806,-0.02847863489,-0.03907178864
0,0,22,0.002930168234,0.02429721453,-0.02915350486,-0.04016950994
0,0,23,0.003037758258,0.02496855591,-0.02988210632,-0.0414202046
0,0,24,0.003152941383,0.02570485624,-0.03064978405,-0.04276668002
0,0,25,0.00325546464,0.02640806118,-0.03136573961,-0.04403588019
0,0,26,0.003325476124,0.02696856792,-0.03192746648,-0.04504288609
0,0,27,0.003359740248,0.02734868436,-0.03229934219,-0.04573030584
0,0,28,0.003371636597,0.02759399006,-0.03253287802,-0.04618460893
0,0,29,0.003376616939,0.02777281869,-0.03269550591,-0.04652797492
0,0,30,0.003385559705,0.02793665754,-0.03284125903,-0.04684935048
0,0,31,0.003401119961,0.02811051243,-0.03298873175,-0.04718731609
0,0,32,0.003419065132,0.02829042706,-0.03313736569,-0.04753195008
0,0,33,0.003432271031,0.02846030596,-0.03326746899,-0.04785194894
0,0,34,0.003434897103,0.02859886113,-0.03336253727,-0.04811157637
0,0,35,0.003422839423,0.02869000748,-0.03340557464,-0.04828363247
0,0,36,0.003395663352,0.02872480221,-0.03339267184,-0.04835608481
0,0,37,0.003353619858,0.02869964756,-0.03332010868,-0.04832413578
0,0,38,0.003299376568,0.02861859182,-0.03319547093,-0.04819726804
0,0,39,0.003234762619,0.02848630155,-0.0330226545,-0.04798393292
0,0,40,0.003158098939,0.02829948301,-0.03279781089,-0.04768069076
0,0,41,0.003069835071,0.0280589691,-0.03252172632,-0.04728928621
0,0,42,0.002971248657,0.02776847458,-0.03219801699,-0.04681631514
0,0,43,0.002864591716,0.02743507174,-0.03183347803,-0.04627440181
0,0,44,0.002753123755,0.02706900759,-0.03143824724,-0.04568184875
0,0,45,0.002640564657,0.02668221882,-0.03102448231,-0.04505981302
0,0,46,0.002530196337,0.02628602685,-0.03060394145,-0.0444280399
0,0,47,0.002424097534,0.02588902848,-0.03018567422,-0.04380109216
0,0,48,0.002322826871,0.02549595271,-0.02977475273,-0.04318647053
0,0,49,0.002225580455,0.02510766093,-0.02937225965,-0.04258485907
0,0,50,0.002130648441,0.02472190196,-0.02897610295,-0.0419916982
0,0,51,0.002042070861,0.02435825429,-0.02860713033,-0.04143606986
0,0,52,0.001959064611,0.02401474322,-0.02826384828,-0.04091456198
0,0,53,0.00187429615,0.02366571292,-0.02791854989,-0.04038745428
0,0,54,0.001791438443,0.02332514571,-0.02758463573,-0.03987436309
0,0,55,0.001709737114,0.02298853612,-0.02725733347,-0.03936701373
0,0,56,0.001622194427,0.0226297603,-0.02690826494,-0.03882411163
0,0,57,0.001533318956,0.02226481979,-0.02655225227,-0.03826834882
0,0,58,0.00144312093,0.02189138271,-0.02618649336,-0.03769520733
0,0,59,0.0013523022,0.02151305397,-0.02581312305,-0.03711033786
0,0,60,0.001255212224,0.02110275871,-0.0254035558,-0.03647083768
0,0,61,0.001154019893,0.02066876334,-0.0249641852,-0.03578931228
0,0,62,0.001054437944,0.0202282942,-0.02451293498,-0.0350917284
0,0,63,0.0009523980706,0.01976394877,-0.02403069735,-0.03435037464
0,0,64,0.0008489021151,0.01927639247,-0.02351762068,-0.03356559325
0,0,65,0.0007459849589,0.01877096271,-0.02297925643,-0.03274527362
0,0,66,0.0006461044232,0.01825535218,-0.02242428153,-0.03190157188
0,0,67,0.000547737671,0.01771160473,-0.02183330587,-0.03100440815
0,0,68,0.0004606245841,0.01718943182,-0.02126280948,-0.03013694111
0,0,69,0.0003898292046,0.01669866086,-0.02072647122,-0.02931526571
