# Chordwise load of component: right_wing
# spanwise_location: 3.000 ; chord_length: 1.514
# n_chord : 20 ; n_time : 60. Next lines: x_chord , z_chord
  0.679354205692912E+001  0.664313805915763E+001  0.649270813504688E+001  0.634215298948141E+001  0.619132397942318E+001  0.604014636069891E+001  0.588866072234585E+001  0.573705124425970E+001  0.558559893833240E+001  0.543862478679265E+001  0.543718593608190E+001  0.558221442616001E+001  0.573289015258548E+001  0.588414666869496E+001  0.603568300935415E+001  0.618729421067545E+001  0.633883343234651E+001  0.649027374001411E+001  0.664166306754933E+001  0.679303660080773E+001
  0.473297205353882E-001  0.274418633852611E-001  0.776911570943493E-002 -0.108794168171674E-001 -0.270337416078049E-001 -0.391706150192473E-001 -0.457110634815172E-001 -0.463318019106202E-001 -0.407065781311870E-001 -0.180702860250646E-001  0.235329028133345E-001  0.574010871795588E-001  0.745778157344993E-001  0.855305315023910E-001  0.905682417285226E-001  0.900024767568885E-001  0.854064715821314E-001  0.783046462482063E-001  0.701729040934892E-001  0.618252186072010E-001
# t, dFz
  0.000000000000000E+000  0.115666420519853E-002  0.143815161780668E-002  0.180033394165418E-002  0.176790772251666E-002  0.138684759110199E-002  0.740973035021712E-003  0.121143210259132E-003  0.373276294518268E-004  0.732369485082488E-003  0.852530093366084E-002 -0.119007646764128E-001 -0.432868328882981E-002 -0.318926546314557E-002 -0.215299782606589E-002 -0.517550762523730E-003  0.822988133908804E-003  0.159092182367782E-002  0.180905097424147E-002  0.154289678115152E-002  0.132043345645291E-002
  0.500000000000000E+000 -0.854847986906069E-003 -0.493424256924064E-003  0.187100498444258E-003  0.723786647303361E-003  0.978818939990026E-003  0.818365799157162E-003  0.275664450868340E-003 -0.133396581218183E-003 -0.251707401381827E-003  0.412757029538303E-002 -0.167970374002974E-001 -0.484018980932037E-002 -0.284008252200055E-002 -0.158651228941669E-002 -0.316913273705887E-003  0.404864701055848E-003  0.592725101780453E-003  0.447604110975330E-003  0.153928676214270E-003  0.808783131524539E-005
  0.100000000000000E+001 -0.553946990941320E-003 -0.270387356060003E-003  0.350326192668412E-003  0.828697021312258E-003  0.103362489061686E-002  0.836500434556067E-003  0.276364164437261E-003 -0.130345957261978E-003 -0.218082831680948E-003  0.444877762125419E-002 -0.177889643194018E-001 -0.496587203516419E-002 -0.288329230332290E-002 -0.159728171441159E-002 -0.316119993493180E-003  0.397719122840103E-003  0.564310830996562E-003  0.391102240271274E-003  0.711820915954846E-004 -0.108578991184352E-003
  0.150000000000000E+001 -0.432620807672201E-003 -0.185589719313892E-003  0.405756650908475E-003  0.856883314366550E-003  0.104053917439316E-002  0.831511236836274E-003  0.271809764921461E-003 -0.125671208566739E-003 -0.186547698252005E-003  0.468502267552376E-002 -0.185085764832469E-001 -0.506850507408089E-002 -0.292652039138239E-002 -0.161456061920367E-002 -0.318211830730150E-003  0.397849999620823E-003  0.557151308531049E-003  0.371283187341751E-003  0.381819512324577E-004 -0.158085714399023E-003
  0.200000000000000E+001 -0.382167682665420E-003 -0.153842313669792E-003  0.421785025555693E-003  0.859488413638726E-003  0.103388221590453E-002  0.821762896095686E-003  0.266865086495326E-003 -0.121500578008784E-003 -0.161236398362889E-003  0.485997152479849E-002 -0.190455262027992E-001 -0.514764032788400E-002 -0.296190563632342E-002 -0.163028754876889E-002 -0.320674775909171E-003  0.399924536538431E-003  0.557233837801109E-003  0.365466949635142E-003  0.252019922324402E-004 -0.179760459080818E-003
  0.250000000000000E+001 -0.355234732064715E-003 -0.138509669690472E-003  0.427133183060090E-003  0.856737623992983E-003  0.102594533934329E-002  0.812952487513019E-003  0.262755922877761E-003 -0.118180417152102E-003 -0.141656801046595E-003  0.499095265959817E-002 -0.194526980471106E-001 -0.520818487980480E-002 -0.298941021191884E-002 -0.164281816477215E-002 -0.322740828896727E-003  0.401953506249293E-003  0.558629286698042E-003  0.363384904684112E-003  0.184856506754995E-004 -0.191996541091724E-003
  0.300000000000000E+001 -0.339311818353729E-003 -0.131225557161289E-003  0.426925886489469E-003  0.850833052012191E-003  0.101683979620770E-002  0.804226148641144E-003  0.258936877362218E-003 -0.115225608487471E-003 -0.124919027068220E-003  0.509765499740277E-002 -0.197837988468530E-001 -0.525887561365960E-002 -0.301311292744030E-002 -0.165395723145494E-002 -0.324666287760256E-003  0.404056570431916E-003  0.560853210738791E-003  0.363304641517184E-003  0.149222670082624E-004 -0.199686271180946E-003
  0.350000000000000E+001 -0.332335854658533E-003 -0.131229094761940E-003  0.420754704662420E-003  0.840445282761800E-003  0.100476199587652E-002  0.793945997220582E-003  0.254713893218964E-003 -0.112111920918413E-003 -0.108155408194598E-003  0.519795715129634E-002 -0.200906063002342E-001 -0.530818251370971E-002 -0.303714613234673E-002 -0.166572451199514E-002 -0.326817184416737E-003  0.406672865248190E-003  0.564483875397493E-003  0.365516179230219E-003  0.143101585950800E-004 -0.203592275395371E-003
  0.400000000000000E+001 -0.333221057916046E-003 -0.138160067091092E-003  0.408216203340451E-003  0.824434456600838E-003  0.988095892646459E-003  0.780558436496395E-003  0.249391718581903E-003 -0.108284917530143E-003 -0.882564096141236E-004  0.531049382082829E-002 -0.204269060706549E-001 -0.536437530336226E-002 -0.306524828759639E-002 -0.167977705624390E-002 -0.329454558702563E-003  0.410057585355493E-003  0.569712130055850E-003  0.369867759133890E-003  0.161287945582025E-004 -0.204599674485102E-003
  0.450000000000000E+001 -0.333523241891745E-003 -0.143281642087054E-003  0.398551380035582E-003  0.811729315676602E-003  0.974482787354933E-003  0.769296168160350E-003  0.244782865477080E-003 -0.104864477854727E-003 -0.698037632047061E-004  0.541830860797725E-002 -0.207611710482602E-001 -0.541798541734572E-002 -0.309113487016835E-002 -0.169234225756367E-002 -0.331749426366137E-003  0.412927773896541E-003  0.574042233844339E-003  0.373409004303262E-003  0.176068408384091E-004 -0.205381159981547E-003
  0.500000000000000E+001 -0.315857782316850E-003 -0.128121677205898E-003  0.411839080317102E-003  0.822212548481549E-003  0.981407339269186E-003  0.772530407684720E-003  0.245340595649332E-003 -0.104758014990775E-003 -0.660987977092044E-004  0.545968264302872E-002 -0.209238064609714E-001 -0.543424777730490E-002 -0.309495444511544E-002 -0.169238284880705E-002 -0.331387905919520E-003  0.411842772942505E-003  0.570955491518794E-003  0.368581654473164E-003  0.117819437522792E-004 -0.212489594542628E-003
  0.550000000000000E+001 -0.303094663018695E-003 -0.118947762073248E-003  0.418232182313433E-003  0.825942517087879E-003  0.982829462985364E-003  0.772393050529778E-003  0.244926435326702E-003 -0.104232527645725E-003 -0.620456711172395E-004  0.549075673252810E-002 -0.210359863680989E-001 -0.544868071269313E-002 -0.310046826243438E-002 -0.169436006643950E-002 -0.331589801881573E-003  0.411784031441887E-003  0.570050450580902E-003  0.366383611405182E-003  0.829220995439065E-005 -0.217644225001833E-003
