# Chordwise load of component: right_wing
# spanwise_location: 1.000 ; chord_length: 2.454
# n_chord : 20 ; n_time : 60. Next lines: x_chord , z_chord
  0.595077606313723E+001  0.571096666239797E+001  0.547111880752019E+001  0.523107542902655E+001  0.499059172663972E+001  0.474959254360068E+001  0.450830350882420E+001  0.426721156656823E+001  0.402705421351816E+001  0.379821127104091E+001  0.379820969909984E+001  0.402705122844812E+001  0.426720891241986E+001  0.450830120300078E+001  0.474959059297216E+001  0.499059013393318E+001  0.523107419315620E+001  0.547111792614510E+001  0.571096613382105E+001  0.595077588694710E+001
 -0.141914751915092E-001 -0.417964076028189E-001 -0.690520053817295E-001 -0.944629252076402E-001 -0.115104054512392E+000 -0.127829298624303E+000 -0.129372667574023E+000 -0.119004514654792E+000 -0.960770475271774E-001 -0.405453579871147E-001  0.405433008145443E-001  0.960766283075047E-001  0.119004321856208E+000  0.129372617427517E+000  0.127829356424899E+000  0.115104171444874E+000  0.944630503894549E-001  0.690521079459171E-001  0.417964712589044E-001  0.141914964291703E-001
# t, Cp
  0.000000000000000E+000 -0.176914794543587E+000 -0.161927069841668E+000 -0.146813331019481E+000 -0.105445785821964E+000 -0.358881581879370E-001  0.700829162835742E-001  0.223808997810752E+000  0.394101191394776E+000  0.568829452279283E+000  0.831405141984635E+000 -0.288221970841088E+000 -0.295872197064221E+000 -0.427746988048451E+000 -0.578909719360535E+000 -0.703424099787169E+000 -0.765533985407431E+000 -0.775999746363941E+000 -0.738804205424766E+000 -0.655645756632821E+000 -0.575669058367938E+000
  0.500000000000000E+000  0.441442897680688E-001 -0.521016118289991E-002 -0.855966715614592E-001 -0.154799115753553E+000 -0.209391356737806E+000 -0.237704674973478E+000 -0.218520649382763E+000 -0.161168102962739E+000 -0.730195353558222E-001  0.134243283170013E+000 -0.726722903525215E+000 -0.503624486009907E+000 -0.446706131259066E+000 -0.423904539909422E+000 -0.383037048588590E+000 -0.308140034695782E+000 -0.222570077163140E+000 -0.139162176126817E+000 -0.652347141871070E-001 -0.404061839528345E-001
  0.100000000000000E+001  0.642569518069560E-002 -0.232696221031219E-001 -0.933930809816893E-001 -0.157203793167544E+000 -0.208883647289159E+000 -0.235633247960844E+000 -0.215703450954130E+000 -0.157976453519110E+000 -0.693565272500382E-001  0.137740560562774E+000 -0.738570636963901E+000 -0.508741832785439E+000 -0.450903430102331E+000 -0.427601289188780E+000 -0.385918506805885E+000 -0.309364528717847E+000 -0.220715571504006E+000 -0.131598581444316E+000 -0.469071314242185E-001 -0.211409508830798E-002
  0.150000000000000E+001 -0.327709796247133E-002 -0.282251442647588E-001 -0.955287417490737E-001 -0.157638033364426E+000 -0.208232510370016E+000 -0.234293596621369E+000 -0.213977061042227E+000 -0.155984594754375E+000 -0.669388537017111E-001  0.140099404028591E+000 -0.747209669372418E+000 -0.512187488538505E+000 -0.453535957239446E+000 -0.429808549605222E+000 -0.387602031593697E+000 -0.310187602327916E+000 -0.220209068221310E+000 -0.129014496000328E+000 -0.409066225970271E-001  0.969810233204618E-002
  0.200000000000000E+001 -0.793855980056555E-002 -0.306422325154317E-001 -0.965486761827812E-001 -0.157755355181454E+000 -0.207725796222782E+000 -0.233356816959055E+000 -0.212776246435155E+000 -0.154581093354151E+000 -0.651983351429097E-001  0.141792294504963E+000 -0.753609758380128E+000 -0.514673466275967E+000 -0.455381962145101E+000 -0.431322129133051E+000 -0.388745973538309E+000 -0.310784546981592E+000 -0.220037761532109E+000 -0.127747753131244E+000 -0.379754697193021E-001  0.153235875294165E-001
  0.250000000000000E+001 -0.106671285201607E-001 -0.320239632252909E-001 -0.970688688710008E-001 -0.157698856420319E+000 -0.207255175418251E+000 -0.232589559877620E+000 -0.211819758804444E+000 -0.153473852484805E+000 -0.638354492764023E-001  0.143092291494302E+000 -0.758540261145232E+000 -0.516596629339489E+000 -0.456810896821490E+000 -0.432498324754780E+000 -0.389654468181971E+000 -0.311317383831531E+000 -0.220068663218289E+000 -0.127096091691118E+000 -0.363296068471126E-001  0.185247392638795E-001
  0.300000000000000E+001 -0.122599034909248E-001 -0.327365908563295E-001 -0.971932561881103E-001 -0.157416980563729E+000 -0.206675209050333E+000 -0.231792743292820E+000 -0.210884513365176E+000 -0.152429567362254E+000 -0.625989182941136E-001  0.144227067321794E+000 -0.762696247672657E+000 -0.518276650176424E+000 -0.458094461229894E+000 -0.433585566400095E+000 -0.390539468190860E+000 -0.311926860350655E+000 -0.220320944232608E+000 -0.126877370456225E+000 -0.354487542254350E-001  0.203947282119061E-001
  0.350000000000000E+001 -0.129938814461850E-001 -0.328389093046490E-001 -0.968442503432343E-001 -0.156752293552890E+000 -0.205781628588305E+000 -0.230737099472331E+000 -0.209733475468143E+000 -0.151210251411591E+000 -0.612379890426169E-001  0.145413686595854E+000 -0.766776983588886E+000 -0.520036727689962E+000 -0.459511373641590E+000 -0.434848201403553E+000 -0.391646778881810E+000 -0.312821795514021E+000 -0.220941071657501E+000 -0.127136179139742E+000 -0.352090429808496E-001  0.213308286850019E-001
  0.400000000000000E+001 -0.124508316696817E-001 -0.317151089129194E-001 -0.952505725021551E-001 -0.154836543959003E+000 -0.203651256049509E+000 -0.228476953676407E+000 -0.207430013675339E+000 -0.148908246315643E+000 -0.588625759499547E-001  0.147347602218047E+000 -0.772536730095717E+000 -0.522805963815275E+000 -0.461915161460419E+000 -0.437122851048550E+000 -0.393787907488702E+000 -0.314762728847120E+000 -0.222609527254410E+000 -0.128432699660073E+000 -0.359938061996180E-001  0.211759629087803E-001
  0.450000000000000E+001 -0.121456695189679E-001 -0.310488340643453E-001 -0.942606194989072E-001 -0.153588986272875E+000 -0.202193471088803E+000 -0.226849306286299E+000 -0.205685207349304E+000 -0.147062579659684E+000 -0.568025441155224E-001  0.149105313631496E+000 -0.778457777074153E+000 -0.525340971987651E+000 -0.463928239150629E+000 -0.438903695323230E+000 -0.395366431588669E+000 -0.316109952698511E+000 -0.223700276202943E+000 -0.129229376359702E+000 -0.364393786640538E-001  0.211231441974617E-001
  0.500000000000000E+001 -0.139406730913081E-001 -0.328086351802215E-001 -0.960183241768643E-001 -0.155261337921672E+000 -0.203699819971995E+000 -0.228129681926832E+000 -0.206702102188131E+000 -0.147766316573819E+000 -0.570688791817407E-001  0.149183561049528E+000 -0.780395669721049E+000 -0.525321947592931E+000 -0.463352784782541E+000 -0.437975431823611E+000 -0.394156941368853E+000 -0.314666980804468E+000 -0.222090592958337E+000 -0.127538041826396E+000 -0.347523721548133E-001  0.228425493328441E-001
  0.550000000000000E+001 -0.149230296612527E-001 -0.334889837309626E-001 -0.965219297205189E-001 -0.155632869847837E+000 -0.203954578315353E+000 -0.228274860961642E+000 -0.206746365046290E+000 -0.147703875532255E+000 -0.568502295356959E-001  0.149456683380355E+000 -0.781849796433789E+000 -0.525708380214675E+000 -0.463506898612318E+000 -0.437995796275893E+000 -0.394061813081468E+000 -0.314452882585416E+000 -0.221753640249924E+000 -0.127064898647722E+000 -0.340995723861420E-001  0.238015227008596E-001
