# Chordwise load of component: right_wing
# spanwise_location: 2.000 ; chord_length: 1.605
# n_chord : 20 ; n_time : 60. Next lines: x_chord , z_chord
  0.603973001466642E+001  0.587985231114171E+001  0.571994208721532E+001  0.555991392823939E+001  0.539962812139842E+001  0.523903450913046E+001  0.507823062821945E+001  0.491745487553855E+001  0.475706923571281E+001  0.460261384836964E+001  0.460212323727925E+001  0.475591532140239E+001  0.491603636139721E+001  0.507669188326066E+001  0.523751310113850E+001  0.539825453458622E+001  0.555878243641724E+001  0.571911231245064E+001  0.587934955433711E+001  0.603955772872795E+001
  0.103563234270819E-001 -0.783817455225018E-002 -0.257320625445131E-001 -0.424885911143609E-001 -0.564107836201052E-001 -0.657136852690857E-001 -0.685622415057279E-001 -0.645781083052980E-001 -0.533721298603098E-001 -0.228688989849972E-001  0.247302060467426E-001  0.590614857650412E-001  0.742041968852384E-001  0.821325312194145E-001  0.832297745733117E-001  0.778702631765675E-001  0.678870955540348E-001  0.550656300800754E-001  0.411048597387286E-001  0.268431946843895E-001
# t, Cp
  0.000000000000000E+000 -0.955435300533366E-001 -0.103899716387347E+000 -0.117660310628070E+000 -0.109168170340051E+000 -0.804591652541006E-001 -0.253386352760799E-001  0.674388600945720E-001  0.181817186793086E+000  0.314904147248925E+000  0.621198580470940E+000 -0.643080974352102E+000 -0.474635582429013E+000 -0.523552708684535E+000 -0.590744411381238E+000 -0.634616350999738E+000 -0.632214198992674E+000 -0.596844257950183E+000 -0.535837217179027E+000 -0.454666518086734E+000 -0.394004742498870E+000
  0.500000000000000E+000  0.735277394257745E-001  0.374098505696410E-001 -0.293763775325232E-001 -0.884108942987641E-001 -0.136197767778289E+000 -0.162673475159639E+000 -0.150641175441433E+000 -0.103970217378788E+000 -0.204031014874664E-001  0.263174782711380E+000 -0.863953563457395E+000 -0.525479934707656E+000 -0.456938101192421E+000 -0.422833752912193E+000 -0.376434153632122E+000 -0.303797192125170E+000 -0.223922623391386E+000 -0.146409077063594E+000 -0.750434645923084E-001 -0.432523151039549E-001
  0.100000000000000E+001  0.309605897678975E-001  0.865691626402354E-002 -0.481101971245256E-001 -0.995235233684232E-001 -0.141615077851026E+000 -0.163943336603805E+000 -0.149028505923377E+000 -0.100150225871575E+000 -0.141185657415841E-001  0.272868981164043E+000 -0.896083133405589E+000 -0.536089209546013E+000 -0.463706245457778E+000 -0.426951943771971E+000 -0.377450120841142E+000 -0.300520817767518E+000 -0.214887379419610E+000 -0.129770474048163E+000 -0.484501194825743E-001 -0.299868492760333E-002
  0.150000000000000E+001  0.191508145150896E-001  0.145235476265622E-002 -0.520851613635533E-001 -0.101131251556156E+000 -0.141401914430918E+000 -0.162319974924337E+000 -0.146372052252321E+000 -0.965878973887225E-001 -0.925490979594935E-002  0.279604247098376E+000 -0.918666682677530E+000 -0.543755094157278E+000 -0.468976320164054E+000 -0.430861610195639E+000 -0.379995760900720E+000 -0.301338003572055E+000 -0.213560724681853E+000 -0.125728416027924E+000 -0.407833366358725E-001  0.976804823126042E-002
  0.200000000000000E+001  0.147633623721250E-001 -0.105800983264989E-002 -0.531934967895669E-001 -0.101164902309032E+000 -0.140545975013278E+000 -0.160722788416752E+000 -0.144200813156249E+000 -0.938708093672439E-001 -0.567647153013570E-002  0.284369962795571E+000 -0.934917641369483E+000 -0.549290852444649E+000 -0.472834853731786E+000 -0.433828085164953E+000 -0.382138892325294E+000 -0.302509685304643E+000 -0.213618766170691E+000 -0.124478252090295E+000 -0.378703342808802E-001  0.148924850741275E-001
  0.250000000000000E+001  0.123135675053908E-001 -0.237026221772371E-002 -0.536358358082501E-001 -0.100927702741494E+000 -0.139730196502723E+000 -0.159410549807741E+000 -0.142494071289431E+000 -0.917797952967007E-001 -0.296784689618419E-002  0.287878310986593E+000 -0.947001072254324E+000 -0.553435719975890E+000 -0.475747075703612E+000 -0.436096123761398E+000 -0.383830103142019E+000 -0.303542963423757E+000 -0.213923631098310E+000 -0.123954795245979E+000 -0.363177105926705E-001  0.177763880594545E-001
  0.300000000000000E+001  0.108819417361154E-001 -0.300436153427462E-002 -0.536486104896554E-001 -0.100449834250029E+000 -0.138831015093938E+000 -0.158146685688265E+000 -0.140938952842478E+000 -0.899410883091533E-001 -0.668060253968281E-003  0.290731201273838E+000 -0.956708659306644E+000 -0.556854249663012E+000 -0.478206258826538E+000 -0.438061792081503E+000 -0.385360940836769E+000 -0.304587425665822E+000 -0.214439361081278E+000 -0.123878772202578E+000 -0.355177778302801E-001  0.194904522862415E-001
  0.350000000000000E+001  0.103032724300854E-001 -0.298052109817738E-002 -0.531323218287745E-001 -0.995388701499316E-001 -0.137581131045586E+000 -0.156604701704573E+000 -0.139167526825743E+000 -0.879504491942087E-001  0.169087609321553E-002  0.293482820296922E+000 -0.965749598298082E+000 -0.560201442191561E+000 -0.480718348780956E+000 -0.440157610972723E+000 -0.387095654689308E+000 -0.305923887296209E+000 -0.215348467726697E+000 -0.124315355574593E+000 -0.353890236420360E-001  0.202971583108150E-001
  0.400000000000000E+001  0.106841150671245E-001 -0.206708769172809E-002 -0.517334738681012E-001 -0.977306394114496E-001 -0.135418056053336E+000 -0.154138172835812E+000 -0.136469730824718E+000 -0.850433565698108E-001  0.495668699803064E-002  0.297035413193130E+000 -0.976661515286708E+000 -0.564492220443982E+000 -0.484082808158594E+000 -0.443072827332199E+000 -0.389623167419045E+000 -0.308027820734435E+000 -0.217003058806216E+000 -0.125483075326588E+000 -0.360055243635175E-001  0.202732771001057E-001
  0.450000000000000E+001  0.110537869133686E-001 -0.130005734978507E-002 -0.505940339363496E-001 -0.962598207975351E-001 -0.133634738858912E+000 -0.152059741167614E+000 -0.134137103453989E+000 -0.824487233588786E-001  0.800021467914768E-002  0.300462467570186E+000 -0.987860469646945E+000 -0.568657971779086E+000 -0.487205850747755E+000 -0.445686505041658E+000 -0.391825318305062E+000 -0.309817811184530E+000 -0.218391875330349E+000 -0.126470871632086E+000 -0.365645437149810E-001  0.201605584355779E-001
