# Chordwise load of component: right_wing
# spanwise_location: 2.000 ; chord_length: 1.605
# n_chord : 20 ; n_time : 60. Next lines: x_chord , z_chord
  0.118973001466642E+001  0.102985231114171E+001  0.869942087215318E+000  0.709913928239394E+000  0.549628121398418E+000  0.389034509130462E+000  0.228230628219447E+000  0.674548755385555E-001 -0.929307642871859E-001 -0.247386151630362E+000 -0.247876762720755E+000 -0.940846785976121E-001  0.660363613972123E-001  0.226691883260658E+000  0.387513101138500E+000  0.548254534586220E+000  0.708782436417238E+000  0.869112312450636E+000  0.102934955433711E+001  0.118955772872795E+001
  0.103563234270819E-001 -0.783817455225018E-002 -0.257320625445131E-001 -0.424885911143609E-001 -0.564107836201052E-001 -0.657136852690857E-001 -0.685622415057279E-001 -0.645781083052980E-001 -0.533721298603098E-001 -0.228688989849972E-001  0.247302060467426E-001  0.590614857650412E-001  0.742041968852384E-001  0.821325312194145E-001  0.832297745733117E-001  0.778702631765675E-001  0.678870955540348E-001  0.550656300800754E-001  0.411048597387286E-001  0.268431946843895E-001
# t, dFz
  0.000000000000000E+000  0.509383544922702E-003  0.648239354769895E-003  0.836816352095513E-003  0.708193318784054E-003  0.370376095393350E-003  0.455160830414875E-005  0.446136745488257E-004  0.840856432786406E-003  0.297119296943236E-002  0.172044681475655E-001 -0.197663120480579E-001 -0.559195590344009E-002 -0.351619552475719E-002 -0.168818515268665E-002  0.973526282864723E-003  0.302564728466964E-002  0.409284699408615E-002  0.421589754651294E-002  0.355373442063510E-002  0.304529752930572E-002
  0.500000000000000E+000 -0.104703343109775E-002 -0.640706874666117E-003  0.756413993751345E-004  0.620683290871789E-003  0.819216723726423E-003  0.544672455579904E-003 -0.633890386639273E-004 -0.344299116303333E-003  0.396767799313375E-004  0.797910888410485E-002 -0.257645027284140E-001 -0.595966616433801E-002 -0.297261905853547E-002 -0.117761194720886E-002  0.564145950020996E-003  0.141787430001667E-002  0.148339957035150E-002  0.108190899912445E-002  0.494246681106659E-003  0.227733706348636E-003
  0.100000000000000E+001 -0.559965240595429E-003 -0.315084631732121E-003  0.285660195867718E-003  0.731719513822496E-003  0.860660360505467E-003  0.549695492406621E-003 -0.624113585619947E-004 -0.325846843001514E-003  0.104361353718275E-003  0.827249170041475E-002 -0.268651921575909E-001 -0.610158278598226E-002 -0.302554898792839E-002 -0.119196082564394E-002  0.566781505530976E-003  0.140366619500042E-002  0.141959063663599E-002  0.941480166943031E-003  0.263812023989136E-003 -0.128778456789850E-003
  0.150000000000000E+001 -0.421088264969726E-003 -0.230811814112939E-003  0.331998002625722E-003  0.748589234717312E-003  0.859039834913692E-003  0.542638987199803E-003 -0.609300554773715E-004 -0.308573080980407E-003  0.155106191236930E-003  0.847890885206360E-002 -0.276556844065872E-001 -0.620598100186384E-002 -0.306720064753069E-002 -0.120540018314109E-002  0.571660683576091E-003  0.140966058386715E-002  0.141160487068876E-002  0.907836537238525E-003  0.196918236345007E-003 -0.243257684849801E-003
  0.200000000000000E+001 -0.367116749417566E-003 -0.199645339124578E-003  0.346263342535623E-003  0.749805499350546E-003  0.852573013104694E-003  0.535766424524696E-003 -0.597272452815773E-004 -0.295343772031973E-003  0.192752779769572E-003  0.862599850126773E-002 -0.282349862103725E-001 -0.628271063883841E-002 -0.309820859078796E-002 -0.121573668820676E-002  0.575756242525867E-003  0.141714492308242E-002  0.141350511672816E-002  0.897939640608654E-003  0.171431825256031E-003 -0.289797318400869E-003
  0.250000000000000E+001 -0.335133927925322E-003 -0.181762771053537E-003  0.353481703237460E-003  0.748821050232138E-003  0.846900573881625E-003  0.530389001795993E-003 -0.588133199835396E-004 -0.285398636347871E-003  0.220843179853877E-003  0.873318867972593E-002 -0.286670286022854E-001 -0.634000427296173E-002 -0.312142521958553E-002 -0.122352864512787E-002  0.578905973049320E-003  0.142334088736351E-002  0.141652997600792E-002  0.893657328975148E-003  0.157363712344350E-003 -0.316754837223812E-003
  0.300000000000000E+001 -0.313422939646927E-003 -0.169928518857123E-003  0.357823660726666E-003  0.747426669180091E-003  0.842295707509046E-003  0.526213539625882E-003 -0.581117598173338E-004 -0.277802772413530E-003  0.242199062929464E-003  0.881318167161509E-002 -0.289951942962265E-001 -0.638365883798244E-002 -0.313916616051219E-002 -0.122951007693942E-002  0.581352786078314E-003  0.142834610569321E-002  0.141954446217788E-002  0.891702542210536E-003  0.148651422576647E-003 -0.334286696780311E-003
  0.350000000000000E+001 -0.298250421527290E-003 -0.161859187125205E-003  0.360480974406298E-003  0.745952859144289E-003  0.838555057913183E-003  0.522930962175900E-003 -0.575650685970057E-004 -0.271907326130663E-003  0.258713083176457E-003  0.887412165773024E-002 -0.292486254032899E-001 -0.641748184234188E-002 -0.315294779930111E-002 -0.123417489750871E-002  0.583279564864060E-003  0.143240683649215E-002  0.142232665964273E-002  0.890998905318155E-003  0.143136848465282E-003 -0.346026489873737E-003
  0.400000000000000E+001 -0.287436449759356E-003 -0.156243258550511E-003  0.362112560262072E-003  0.744546907208360E-003  0.835511202493514E-003  0.520325192999616E-003 -0.571339697027052E-004 -0.267271504294065E-003  0.271665831369618E-003  0.892135702707096E-002 -0.294471731759978E-001 -0.644404382008696E-002 -0.316378786611777E-002 -0.123785349260321E-002  0.584809668509121E-003  0.143570288812794E-002  0.142478278180274E-002  0.890949291758599E-003  0.139585356398666E-003 -0.354069774390317E-003
  0.450000000000000E+001 -0.279565177816429E-003 -0.152247540438998E-003  0.363118757493792E-003  0.743274174350830E-003  0.833027846723732E-003  0.518238329615353E-003 -0.567903597981176E-004 -0.263583348715728E-003  0.281954031160055E-003  0.895851942331718E-002 -0.296047079459755E-001 -0.646515185509993E-002 -0.317240736091352E-002 -0.124078241955287E-002  0.586033733535830E-003  0.143838153813620E-002  0.142689519860499E-002  0.891218177588361E-003  0.137251580058534E-003 -0.359715240907824E-003
  0.500000000000000E+001 -0.273722081790210E-003 -0.149345767705139E-003  0.363737591708791E-003  0.742151687534131E-003  0.830992248806902E-003  0.516552009136734E-003 -0.565136603238052E-004 -0.260617033540090E-003  0.290220100722704E-003  0.898814348332660E-002 -0.297311380258032E-001 -0.648210774309260E-002 -0.317933068357840E-002 -0.124313599668476E-002  0.587020420547991E-003  0.144056574589364E-002  0.142868827768637E-002  0.891626630223435E-003  0.135689260685492E-003 -0.363767653439390E-003
  0.550000000000000E+001 -0.269309846201063E-003 -0.147201473269497E-003  0.364111066808484E-003  0.741173214965645E-003  0.829313092863487E-003  0.515176906237742E-003 -0.562886244565881E-004 -0.258206671856117E-003  0.296932320557191E-003  0.901203881786583E-002 -0.298336712887358E-001 -0.649586485899079E-002 -0.318494466111285E-002 -0.124504409530663E-002  0.587821948187009E-003  0.144235544327757E-002  0.143020191713716E-002  0.892081509762493E-003  0.134627300976285E-003 -0.366734462875648E-003
