# Chordwise load of component: right_wing
# spanwise_location: 2.000 ; chord_length: 1.605
# n_chord : 20 ; n_time : 60. Next lines: x_chord , z_chord
  0.118973001466642E+001  0.102985231114171E+001  0.869942087215318E+000  0.709913928239394E+000  0.549628121398418E+000  0.389034509130462E+000  0.228230628219447E+000  0.674548755385555E-001 -0.929307642871859E-001 -0.247386151630362E+000 -0.247876762720755E+000 -0.940846785976121E-001  0.660363613972123E-001  0.226691883260658E+000  0.387513101138500E+000  0.548254534586220E+000  0.708782436417238E+000  0.869112312450636E+000  0.102934955433711E+001  0.118955772872795E+001
  0.103563234270819E-001 -0.783817455225018E-002 -0.257320625445131E-001 -0.424885911143609E-001 -0.564107836201052E-001 -0.657136852690857E-001 -0.685622415057279E-001 -0.645781083052980E-001 -0.533721298603098E-001 -0.228688989849972E-001  0.247302060467426E-001  0.590614857650412E-001  0.742041968852384E-001  0.821325312194145E-001  0.832297745733117E-001  0.778702631765675E-001  0.678870955540348E-001  0.550656300800754E-001  0.411048597387286E-001  0.268431946843895E-001
# t, dTx
  0.000000000000000E+000  0.790567709893665E+000  0.787162026617576E+000  0.783729090715372E+000  0.781692689375348E+000  0.780562688451407E+000  0.779497308337484E+000  0.776962101361441E+000  0.772198952572150E+000  0.764232399266425E+000  0.712325871989510E+000 -0.703676850952271E+000 -0.761679330259119E+000 -0.771398711735985E+000 -0.777466148072128E+000 -0.781408228443505E+000 -0.783440017088694E+000 -0.785111251885147E+000 -0.787326493329377E+000 -0.790592931437694E+000 -0.793845239040159E+000
  0.500000000000000E+000  0.790567709893665E+000  0.787162026617576E+000  0.783729090715372E+000  0.781692689375348E+000  0.780562688451407E+000  0.779497308337484E+000  0.776962101361441E+000  0.772198952572150E+000  0.764232399266425E+000  0.712325871989510E+000 -0.703676850952271E+000 -0.761679330259119E+000 -0.771398711735985E+000 -0.777466148072128E+000 -0.781408228443505E+000 -0.783440017088694E+000 -0.785111251885147E+000 -0.787326493329377E+000 -0.790592931437694E+000 -0.793845239040159E+000
  0.100000000000000E+001  0.790567709893665E+000  0.787162026617576E+000  0.783729090715372E+000  0.781692689375348E+000  0.780562688451407E+000  0.779497308337484E+000  0.776962101361441E+000  0.772198952572150E+000  0.764232399266425E+000  0.712325871989510E+000 -0.703676850952271E+000 -0.761679330259119E+000 -0.771398711735985E+000 -0.777466148072128E+000 -0.781408228443505E+000 -0.783440017088694E+000 -0.785111251885147E+000 -0.787326493329377E+000 -0.790592931437694E+000 -0.793845239040159E+000
  0.150000000000000E+001  0.790567709893665E+000  0.787162026617576E+000  0.783729090715372E+000  0.781692689375348E+000  0.780562688451407E+000  0.779497308337484E+000  0.776962101361441E+000  0.772198952572150E+000  0.764232399266425E+000  0.712325871989510E+000 -0.703676850952271E+000 -0.761679330259119E+000 -0.771398711735985E+000 -0.777466148072128E+000 -0.781408228443505E+000 -0.783440017088694E+000 -0.785111251885147E+000 -0.787326493329377E+000 -0.790592931437694E+000 -0.793845239040159E+000
  0.200000000000000E+001  0.790567709893665E+000  0.787162026617576E+000  0.783729090715372E+000  0.781692689375348E+000  0.780562688451407E+000  0.779497308337484E+000  0.776962101361441E+000  0.772198952572150E+000  0.764232399266425E+000  0.712325871989510E+000 -0.703676850952271E+000 -0.761679330259119E+000 -0.771398711735985E+000 -0.777466148072128E+000 -0.781408228443505E+000 -0.783440017088694E+000 -0.785111251885147E+000 -0.787326493329377E+000 -0.790592931437694E+000 -0.793845239040159E+000
  0.250000000000000E+001  0.790567709893665E+000  0.787162026617576E+000  0.783729090715372E+000  0.781692689375348E+000  0.780562688451407E+000  0.779497308337484E+000  0.776962101361441E+000  0.772198952572150E+000  0.764232399266425E+000  0.712325871989510E+000 -0.703676850952271E+000 -0.761679330259119E+000 -0.771398711735985E+000 -0.777466148072128E+000 -0.781408228443505E+000 -0.783440017088694E+000 -0.785111251885147E+000 -0.787326493329377E+000 -0.790592931437694E+000 -0.793845239040159E+000
  0.300000000000000E+001  0.790567709893665E+000  0.787162026617576E+000  0.783729090715372E+000  0.781692689375348E+000  0.780562688451407E+000  0.779497308337484E+000  0.776962101361441E+000  0.772198952572150E+000  0.764232399266425E+000  0.712325871989510E+000 -0.703676850952271E+000 -0.761679330259119E+000 -0.771398711735985E+000 -0.777466148072128E+000 -0.781408228443505E+000 -0.783440017088694E+000 -0.785111251885147E+000 -0.787326493329377E+000 -0.790592931437694E+000 -0.793845239040159E+000
  0.350000000000000E+001  0.790567709893665E+000  0.787162026617576E+000  0.783729090715372E+000  0.781692689375348E+000  0.780562688451407E+000  0.779497308337484E+000  0.776962101361441E+000  0.772198952572150E+000  0.764232399266425E+000  0.712325871989510E+000 -0.703676850952271E+000 -0.761679330259119E+000 -0.771398711735985E+000 -0.777466148072128E+000 -0.781408228443505E+000 -0.783440017088694E+000 -0.785111251885147E+000 -0.787326493329377E+000 -0.790592931437694E+000 -0.793845239040159E+000
