# Chordwise load of component: right_wing
# spanwise_location: 3.000 ; chord_length: 1.514
# n_chord : 20 ; n_time : 60. Next lines: x_chord , z_chord
  0.679354205692912E+001  0.664313805915763E+001  0.649270813504688E+001  0.634215298948141E+001  0.619132397942318E+001  0.604014636069891E+001  0.588866072234585E+001  0.573705124425970E+001  0.558559893833240E+001  0.543862478679265E+001  0.543718593608190E+001  0.558221442616001E+001  0.573289015258548E+001  0.588414666869496E+001  0.603568300935415E+001  0.618729421067545E+001  0.633883343234651E+001  0.649027374001411E+001  0.664166306754933E+001  0.679303660080773E+001
  0.473297205353882E-001  0.274418633852611E-001  0.776911570943493E-002 -0.108794168171674E-001 -0.270337416078049E-001 -0.391706150192473E-001 -0.457110634815172E-001 -0.463318019106202E-001 -0.407065781311870E-001 -0.180702860250646E-001  0.235329028133345E-001  0.574010871795588E-001  0.745778157344993E-001  0.855305315023910E-001  0.905682417285226E-001  0.900024767568885E-001  0.854064715821314E-001  0.783046462482063E-001  0.701729040934892E-001  0.618252186072010E-001
# t, dFz
  0.000000000000000E+000  0.147717647459159E-002  0.173742287345632E-002  0.207851126184151E-002  0.200035560336632E-002  0.155745499825871E-002  0.839488641283850E-003  0.148973960132810E-003  0.242209266444108E-004  0.695837128688654E-003  0.853750855611797E-002 -0.129504456158575E-001 -0.467680976368803E-002 -0.342197619493862E-002 -0.229839292206655E-002 -0.551346940565373E-003  0.878602211753520E-003  0.170751817737265E-002  0.196008821385418E-002  0.169984819335607E-002  0.148359921122378E-002
  0.500000000000000E+000 -0.817415090179968E-003 -0.451676270363105E-003  0.237489279326046E-003  0.774785629735521E-003  0.102241313053345E-002  0.846589226809051E-003  0.284102208042044E-003 -0.137206591457878E-003 -0.257433453981818E-003  0.424471573946483E-002 -0.178229093671595E-001 -0.508155710649054E-002 -0.297332081158285E-002 -0.165836359313080E-002 -0.331433263761376E-003  0.425603271150927E-003  0.630096585739255E-003  0.489180480652272E-003  0.191332181505317E-003  0.434316653733903E-004
  0.100000000000000E+001 -0.504312248925077E-003 -0.218572731856610E-003  0.408992033275000E-003  0.885605890820552E-003  0.108057575580224E-002  0.865865514070538E-003  0.284798954130147E-003 -0.133862939492880E-003 -0.220677582929939E-003  0.458973528658284E-002 -0.189376120309462E-001 -0.522355180444601E-002 -0.302310499736738E-002 -0.167170820179621E-002 -0.330977680060146E-003  0.418633344495233E-003  0.601349708995160E-003  0.431434785050373E-003  0.106504033830799E-003 -0.763147107118318E-004
  0.150000000000000E+001 -0.375999051569926E-003 -0.128652986805439E-003  0.467906139582271E-003  0.915515295808295E-003  0.108769346172013E-002  0.860199698387052E-003  0.279744120867819E-003 -0.128685963390749E-003 -0.185775323268153E-003  0.484603958729021E-002 -0.197562904108597E-001 -0.534032178135333E-002 -0.307262817852402E-002 -0.169179606250747E-002 -0.333524403711867E-003  0.419214513610902E-003  0.594547996654856E-003  0.411354194810943E-003  0.724940313217553E-004 -0.127708805640102E-003
  0.200000000000000E+001 -0.321540854593676E-003 -0.942121584085089E-004  0.485450096938615E-003  0.918487345097138E-003  0.108050737036542E-002  0.849542459161517E-003  0.274303476692251E-003 -0.124072610699310E-003 -0.157674037578111E-003  0.503667383361053E-002 -0.203732848537164E-001 -0.543099276772744E-002 -0.311327397993994E-002 -0.170995924034871E-002 -0.336408588861537E-003  0.421767359237791E-003  0.595220787858002E-003  0.405790952687809E-003  0.592423426497531E-004 -0.150265927020201E-003
  0.250000000000000E+001 -0.291669331370705E-003 -0.769148676490437E-004  0.491883618290920E-003  0.915975583629401E-003  0.107214574417278E-002  0.840026316323525E-003  0.269810326627259E-003 -0.120409385782609E-003 -0.135926193679550E-003  0.517960587091217E-002 -0.208442041105214E-001 -0.550065959270778E-002 -0.314492660850034E-002 -0.172440757958994E-002 -0.338806840277388E-003  0.424176630026659E-003  0.597101961649852E-003  0.403957909660635E-003  0.523864636950036E-004 -0.163090577800495E-003
  0.300000000000000E+001 -0.273330818964933E-003 -0.680330893744446E-004  0.492546197888423E-003  0.910250920456529E-003  0.106268320015039E-002  0.830719467549940E-003  0.265677349591500E-003 -0.117175743729813E-003 -0.117441781237725E-003  0.529558475306778E-002 -0.212269954141931E-001 -0.555874758789580E-002 -0.317199968950773E-002 -0.173710485333838E-002 -0.341001879453182E-003  0.426587798220813E-003  0.599718260924015E-003  0.404075948561721E-003  0.487013159112260E-004 -0.171275069404547E-003
  0.350000000000000E+001 -0.265040276400046E-003 -0.674884512753998E-004  0.486225873057449E-003  0.899141510023240E-003  0.104954514368682E-002  0.819422858650729E-003  0.261004591715227E-003 -0.113710799738042E-003 -0.987120956667165E-004  0.540536143859098E-002 -0.215836673463075E-001 -0.561565236037438E-002 -0.319969190025855E-002 -0.175065398670034E-002 -0.343480292937654E-003  0.429615574089580E-003  0.603971173928305E-003  0.406794382136987E-003  0.482964845929777E-004 -0.175314944659670E-003
  0.400000000000000E+001 -0.265296436333104E-003 -0.744351982295890E-004  0.473059500045760E-003  0.881989084752024E-003  0.103145618746989E-002  0.804749585358559E-003  0.255127331610643E-003 -0.109455849696264E-003 -0.764857289077709E-004  0.552847527047198E-002 -0.219721009450810E-001 -0.567953949776894E-002 -0.323138538200841E-002 -0.176638807333217E-002 -0.346410787391825E-003  0.433345645875399E-003  0.609668268035360E-003  0.411454816491022E-003  0.501453728101349E-004 -0.176592886400970E-003
  0.450000000000000E+001 -0.265219092839472E-003 -0.797503945089406E-004  0.462653889905673E-003  0.868101332987202E-003  0.101643915444290E-002  0.792246806913481E-003  0.249987880310441E-003 -0.105627447837023E-003 -0.557926989874282E-004  0.564641101179158E-002 -0.223606846832193E-001 -0.574121980805845E-002 -0.326107635756670E-002 -0.178076773438256E-002 -0.349032813852788E-003  0.436623902424195E-003  0.614619223390959E-003  0.415528466475772E-003  0.519120959805440E-004 -0.177349364774885E-003
  0.500000000000000E+001 -0.245726580077192E-003 -0.630441975141915E-004  0.477265182821663E-003  0.879583466496109E-003  0.102396876369809E-002  0.795706536875258E-003  0.250551773483302E-003 -0.105465871254540E-003 -0.514251860551561E-004  0.569226845423187E-002 -0.225549844574600E-001 -0.576114313286498E-002 -0.326620717227254E-002 -0.178125981658082E-002 -0.348720210390772E-003  0.435546573092016E-003  0.611432687937460E-003  0.410454944689078E-003  0.457239275617728E-004 -0.184968454753398E-003
  0.550000000000000E+001 -0.231423496767592E-003 -0.527342569331877E-004  0.484462938274478E-003  0.883771774536810E-003  0.102553503219681E-002  0.795502597465200E-003  0.250057736922397E-003 -0.104848137865334E-003 -0.466955884728628E-004  0.572717995189625E-002 -0.226904801092374E-001 -0.577863802372908E-002 -0.327299610860387E-002 -0.178376793443597E-002 -0.349001064539347E-003  0.435554146085552E-003  0.610548549154151E-003  0.408141402025784E-003  0.419624691339275E-004 -0.190587756948415E-003
