# Chordwise load of component: right_wing
# spanwise_location: 2.000 ; chord_length: 1.605
# n_chord : 20 ; n_time : 60. Next lines: x_chord , z_chord
  0.118973001466642E+001  0.102985231114171E+001  0.869942087215318E+000  0.709913928239394E+000  0.549628121398418E+000  0.389034509130462E+000  0.228230628219447E+000  0.674548755385555E-001 -0.929307642871859E-001 -0.247386151630362E+000 -0.247876762720755E+000 -0.940846785976121E-001  0.660363613972123E-001  0.226691883260658E+000  0.387513101138500E+000  0.548254534586220E+000  0.708782436417238E+000  0.869112312450636E+000  0.102934955433711E+001  0.118955772872795E+001
  0.103563234270819E-001 -0.783817455225018E-002 -0.257320625445131E-001 -0.424885911143609E-001 -0.564107836201052E-001 -0.657136852690857E-001 -0.685622415057279E-001 -0.645781083052980E-001 -0.533721298603098E-001 -0.228688989849972E-001  0.247302060467426E-001  0.590614857650412E-001  0.742041968852384E-001  0.821325312194145E-001  0.832297745733117E-001  0.778702631765675E-001  0.678870955540348E-001  0.550656300800754E-001  0.411048597387286E-001  0.268431946843895E-001
# t, dFz
  0.000000000000000E+000  0.637380108218495E-003  0.766853210014970E-003  0.947536064656308E-003  0.798458961513619E-003  0.431581932038156E-003  0.321561974749065E-004  0.419827233298592E-004  0.826017386177078E-003  0.295777571874558E-002  0.172365269593484E-001 -0.201474081771609E-001 -0.570172650530193E-002 -0.358307699243035E-002 -0.171958845851839E-002  0.991838343075623E-003  0.308573729336428E-002  0.418188293015220E-002  0.432063524793513E-002  0.366054411140082E-002  0.315656727749297E-002
  0.500000000000000E+000 -0.102051298637887E-002 -0.610419076984227E-003  0.113350848980751E-003  0.660077515224893E-003  0.852774736600688E-003  0.563579144091509E-003 -0.657802844996547E-004 -0.362696141999403E-003  0.717791501719339E-005  0.792659574560691E-002 -0.261560849172997E-001 -0.604985322576530E-002 -0.301698515942663E-002 -0.119510698652510E-002  0.572909664402617E-003  0.144237281962805E-002  0.151415407465857E-002  0.111232226374120E-002  0.519958375457729E-003  0.251397160890353E-003
  0.100000000000000E+001 -0.536574784286005E-003 -0.290032425966591E-003  0.315962552468617E-003  0.762742612455293E-003  0.886763936575112E-003  0.564232935084737E-003 -0.642232286893043E-004 -0.339367087808248E-003  0.820057926254729E-004  0.824622214602098E-002 -0.273272110279028E-001 -0.620560066914733E-002 -0.307725908734169E-002 -0.121248887293816E-002  0.577092919874088E-003  0.143245152378705E-002  0.145539428634370E-002  0.976091316570253E-003  0.291929046519054E-003 -0.104491588887282E-003
  0.150000000000000E+001 -0.402039418624562E-003 -0.210626189216758E-003  0.356654672310629E-003  0.773802777455873E-003  0.880122157918062E-003  0.554205654004927E-003 -0.623381940648094E-004 -0.318460190160382E-003  0.141213772077870E-003  0.847796766108541E-002 -0.282058923696156E-001 -0.632350321065993E-002 -0.312508230028501E-002 -0.122825214936138E-002  0.583083098365533E-003  0.144141496690672E-002  0.145092318878344E-002  0.945624715241130E-003  0.227405570903835E-003 -0.217227345632861E-003
  0.200000000000000E+001 -0.350426157577644E-003 -0.182400036324331E-003  0.367177788402534E-003  0.770871368677112E-003  0.869842686490997E-003  0.544954237847863E-003 -0.607973737978964E-004 -0.302037270245534E-003  0.186755373746195E-003  0.864975734282749E-002 -0.288803628561510E-001 -0.641381664495120E-002 -0.316195736146318E-002 -0.124069608274753E-002  0.588139313358500E-003  0.145132957759548E-002  0.145550792717201E-002  0.937927377343099E-003  0.203309393192779E-003 -0.263034313322287E-003
  0.250000000000000E+001 -0.319648241602249E-003 -0.166464643131131E-003  0.371594466897201E-003  0.766565314780012E-003  0.860978393228231E-003  0.537517737604867E-003 -0.595834761941480E-004 -0.289180280765441E-003  0.222260943118862E-003  0.878048817404669E-002 -0.294070499953920E-001 -0.648405319015095E-002 -0.319056819857353E-002 -0.125036209781497E-002  0.592110852208427E-003  0.145949662806410E-002  0.146053166795387E-002  0.935024681014291E-003  0.189748452119619E-003 -0.290292448909684E-003
  0.300000000000000E+001 -0.298319200014087E-003 -0.155869487064532E-003  0.373802967511732E-003  0.762440055296864E-003  0.853635123282267E-003  0.531525796741853E-003 -0.586121223623478E-004 -0.278918997664929E-003  0.250524096469406E-003  0.888249521185009E-002 -0.298266971614862E-001 -0.654001311550281E-002 -0.321336556775940E-002 -0.125807684513965E-002  0.595305470098737E-003  0.146625461821599E-002  0.146525142175850E-002  0.934128879447242E-003  0.181215560303745E-003 -0.308515462765003E-003
  0.350000000000000E+001 -0.283175197611373E-003 -0.148719103810553E-003  0.374659036836337E-003  0.758562899307415E-003  0.847434921603776E-003  0.526590670721209E-003 -0.578179364471036E-004 -0.270556931017850E-003  0.273483193681997E-003  0.896395321532757E-002 -0.301672115793922E-001 -0.658545923816431E-002 -0.323189268546400E-002 -0.126435878796273E-002  0.597924746272118E-003  0.147192250356619E-002  0.146956765730266E-002  0.934324668420610E-003  0.175740083713790E-003 -0.321100181189561E-003
  0.400000000000000E+001 -0.272189204448201E-003 -0.143806295723848E-003  0.374748353937062E-003  0.755034977537945E-003  0.842186785834287E-003  0.522489309006510E-003 -0.571614067053746E-004 -0.263657827763444E-003  0.292390567173914E-003  0.903013520024194E-002 -0.304474984740095E-001 -0.662285863881018E-002 -0.324713242178523E-002 -0.126952883535537E-002  0.600089394678245E-003  0.147667926661075E-002  0.147339730780517E-002  0.935044345099721E-003  0.172141594889835E-003 -0.330049230661251E-003
  0.450000000000000E+001 -0.264010664764780E-003 -0.140345584125170E-003  0.374431648182682E-003  0.751889432507033E-003  0.837731710237032E-003  0.519053063596360E-003 -0.566132472127595E-004 -0.257903302617164E-003  0.308145933609809E-003  0.908468531397454E-002 -0.306810114731810E-001 -0.665399125734351E-002 -0.325980397701197E-002 -0.127382574024953E-002  0.601892483347034E-003  0.148068242996428E-002  0.147674093848054E-002  0.935978118565815E-003  0.169709284337460E-003 -0.336610450880665E-003
  0.500000000000000E+001 -0.257777736933485E-003 -0.137852915369967E-003  0.373908332060027E-003  0.749109250187481E-003  0.833931028119739E-003  0.516150064569154E-003 -0.561512343510941E-004 -0.253055441951130E-003  0.321412499880858E-003  0.913020553805272E-002 -0.308775959104389E-001 -0.668017105733440E-002 -0.327044369444687E-002 -0.127743009959652E-002  0.603406556129576E-003  0.148406770887210E-002  0.147964183076949E-002  0.936969902655496E-003  0.168023494061526E-003 -0.341553087402134E-003
  0.550000000000000E+001 -0.252934029173258E-003 -0.136026115357861E-003  0.373287362718476E-003  0.746657621937393E-003  0.830668956246722E-003  0.513677497571578E-003 -0.557583877658690E-004 -0.248934176034281E-003  0.332688038902882E-003  0.916860090086291E-002 -0.310446191752300E-001 -0.670238599464063E-002 -0.327945710314059E-002 -0.128047963307002E-002  0.604687997146742E-003  0.148694718750503E-002  0.148215593654263E-002  0.937943774233585E-003  0.166831070099172E-003 -0.345362091028091E-003
