 # Integral loads: N.components: 2
 #                 Ref.sys     : Stability
 #                 Components  : wing_right , wing_left
 #  t , Fx , Fy , Fz , Mx , My , Mz , ref_mat(9) , ref_off(3) 
  0.100000000000000E+001 -0.366446469681602E+003 -0.500222085975111E-011  0.707904383050804E+005 -0.254658516496420E-009 -0.687834515683496E+005 -0.197815097635612E-010  0.100000000000000E+001  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.100000000000000E+001  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.100000000000000E+001  0.980000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.100312500000000E+001 -0.147872432763738E+004 -0.522959453519434E-011  0.194026930020705E+005 -0.158252078108490E-009 -0.189308217566203E+005 -0.277395884040743E-010  0.100000000000000E+001  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.100000000000000E+001  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.100000000000000E+001  0.980000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.100625000000000E+001 -0.158970411870954E+004 -0.488853402202949E-011  0.179423565142388E+005 -0.251020537689328E-009 -0.161968360947025E+005 -0.243289832724258E-010  0.100000000000000E+001  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.100000000000000E+001  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.100000000000000E+001  0.980000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.100937500000000E+001 -0.169282368277804E+004 -0.545696821063757E-011  0.176674872960404E+005 -0.251020537689328E-009 -0.153768370665043E+005 -0.209183781407773E-010  0.100000000000000E+001  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.100000000000000E+001  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.100000000000000E+001  0.980000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.101250000000000E+001 -0.178482897595080E+004 -0.386535248253495E-011  0.178025198546712E+005 -0.203726813197136E-009 -0.152881779248601E+005 -0.291038304567337E-010  0.100000000000000E+001  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.100000000000000E+001  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.100000000000000E+001  0.980000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.101562500000000E+001 -0.186686410474526E+004 -0.104591890703887E-010  0.180430875534906E+005 -0.351064954884350E-009 -0.154235164680612E+005 -0.331965566147119E-010  0.100000000000000E+001  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.100000000000000E+001  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.100000000000000E+001  0.980000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.101875000000000E+001 -0.194012988996015E+004 -0.488853402202949E-011  0.182897757588540E+005 -0.271029421128333E-009 -0.156063520390636E+005 -0.218278728425503E-010  0.100000000000000E+001  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.100000000000000E+001  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.100000000000000E+001  0.980000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.102187500000000E+001 -0.200567755559599E+004 -0.579802872380242E-011  0.185189082935683E+005 -0.214640749618411E-009 -0.157887334566284E+005 -0.318323145620525E-010  0.100000000000000E+001  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.100000000000000E+001  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.100000000000000E+001  0.980000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.102500000000000E+001 -0.206443848514921E+004 -0.102318153949454E-010  0.187277188864766E+005 -0.263753463514149E-009 -0.159606142413019E+005 -0.245563569478691E-010  0.100000000000000E+001  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.100000000000000E+001  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.100000000000000E+001  0.980000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.102812500000000E+001 -0.211722534155297E+004 -0.841282599139959E-011  0.189175870285575E+005 -0.292857293970883E-009 -0.161206417916097E+005 -0.313775672111660E-010  0.100000000000000E+001  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.100000000000000E+001  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.100000000000000E+001  0.980000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
