# Chordwise load of component: right_wing
# spanwise_location: 3.000 ; chord_length: 1.514
# n_chord : 20 ; n_time : 60. Next lines: x_chord , z_chord
  0.194354205692912E+001  0.179313805915763E+001  0.164270813504688E+001  0.149215298948141E+001  0.134132397942318E+001  0.119014636069891E+001  0.103866072234585E+001  0.887051244259697E+000  0.735598938332405E+000  0.588624786792652E+000  0.587185936081897E+000  0.732214426160011E+000  0.882890152585483E+000  0.103414666869496E+001  0.118568300935415E+001  0.133729421067545E+001  0.148883343234651E+001  0.164027374001411E+001  0.179166306754933E+001  0.194303660080773E+001
  0.473297205353882E-001  0.274418633852611E-001  0.776911570943493E-002 -0.108794168171674E-001 -0.270337416078049E-001 -0.391706150192473E-001 -0.457110634815172E-001 -0.463318019106202E-001 -0.407065781311870E-001 -0.180702860250646E-001  0.235329028133345E-001  0.574010871795588E-001  0.745778157344993E-001  0.855305315023910E-001  0.905682417285226E-001  0.900024767568885E-001  0.854064715821314E-001  0.783046462482063E-001  0.701729040934892E-001  0.618252186072010E-001
# t, dFz
  0.000000000000000E+000 -0.521178339480071E-002 -0.764585685759691E-002 -0.107919240772479E-001 -0.121576122713502E-001 -0.117977048152537E-001 -0.921615046665406E-002 -0.344395972497352E-002  0.423334709062440E-002  0.133903959640000E-001  0.343282386686600E-001  0.334102798072484E-001  0.294573000429753E-001  0.329519709150627E-001  0.371253118634337E-001  0.395768110781284E-001  0.386814125862026E-001  0.355631902503839E-001  0.307991798499598E-001  0.246371503301196E-001  0.198829986848867E-001
  0.500000000000000E+000  0.717554905680124E-002  0.452790761023611E-002 -0.578792890381235E-003 -0.520966345059609E-002 -0.917106405901694E-002 -0.117229747194372E-001 -0.114346844125235E-001 -0.861517193102053E-002 -0.328978004713043E-002  0.168494601366571E-001  0.481522072695752E-001  0.337896686148883E-001  0.300439367200936E-001  0.279525884678390E-001  0.247153971652979E-001  0.193545901743266E-001  0.133631378423939E-001  0.745146193521769E-002  0.187231795037445E-002 -0.766209604767916E-003
  0.100000000000000E+001  0.494155498158677E-002  0.285610550990954E-002 -0.182048485015377E-002 -0.608983171272016E-002 -0.973380025865873E-002 -0.120022201086159E-001 -0.114650392304223E-001 -0.839659607870832E-002 -0.273383872347559E-002  0.181173877265771E-001  0.510811700726166E-001  0.347010930825725E-001  0.305209141775281E-001  0.281525246034518E-001  0.246537671342550E-001  0.189989810358908E-001  0.126805861137286E-001  0.639813077652678E-002  0.380364511267924E-003 -0.282658640609051E-002
  0.150000000000000E+001  0.403800118116136E-002  0.221803444727565E-002 -0.224427933399695E-002 -0.632791306213313E-002 -0.980571626944306E-002 -0.119252988324755E-001 -0.112599841959712E-001 -0.806259841369149E-002 -0.221118912600886E-002  0.190537579366036E-001  0.532173804713433E-001  0.354486146950909E-001  0.309993073141352E-001  0.284720325876196E-001  0.248267551012273E-001  0.190076230905282E-001  0.125094454866540E-001  0.602874798592804E-002 -0.215040577991951E-003 -0.370160991599559E-002
  0.200000000000000E+001  0.365938188557925E-002  0.197673521150460E-002 -0.236891090727552E-002 -0.635168706048659E-002 -0.973836731320197E-002 -0.117749813785185E-001 -0.110375374958791E-001 -0.776399885099865E-002 -0.179065522359629E-002  0.197493994479600E-001  0.548186685770057E-001  0.360274360583756E-001  0.313923412670452E-001  0.287635686940796E-001  0.250298636592569E-001  0.191140886053279E-001  0.125129552145826E-001  0.592079657063130E-002 -0.449374542906270E-003 -0.408536489053228E-002
  0.250000000000000E+001  0.345140511208799E-002  0.185428336387015E-002 -0.241683628756781E-002 -0.633539340409905E-002 -0.966302041112084E-002 -0.116445118381953E-001 -0.108580967561376E-001 -0.753133085694144E-002 -0.147023253379179E-002  0.202655190918069E-001  0.560259248414830E-001  0.364655088725482E-001  0.316930478139285E-001  0.289909183467900E-001  0.251950713860547E-001  0.192130599473635E-001  0.125431807736687E-001  0.587803302294606E-002 -0.574793616841384E-003 -0.430621782039856E-002
  0.300000000000000E+001  0.330572066013935E-002  0.177090143583950E-002 -0.244605173287668E-002 -0.631809424126465E-002 -0.960263215506349E-002 -0.115434582880475E-001 -0.107204940539853E-001 -0.735378063654623E-002 -0.122694637693043E-002  0.206519914892820E-001  0.569425770697784E-001  0.367981529620204E-001  0.319216622193099E-001  0.291639851639490E-001  0.253213728160825E-001  0.192900860384816E-001  0.125695996062974E-001  0.585108713385853E-002 -0.662363997575437E-003 -0.446388181735818E-002
  0.350000000000000E+001  0.319716407322068E-002  0.170984483514750E-002 -0.246625527284445E-002 -0.630333966858467E-002 -0.955541127665394E-002 -0.114654179262087E-001 -0.106145305489503E-001 -0.721725328428630E-002 -0.104039906962692E-002  0.209452026207215E-001  0.576453984622361E-001  0.370534918949638E-001  0.320973361469799E-001  0.292970495415958E-001  0.254186722705871E-001  0.193499973006935E-001  0.125913405412092E-001  0.583268225976867E-002 -0.726544737755352E-003 -0.458141478410052E-002
  0.400000000000000E+001  0.311656648940760E-002  0.166539600661824E-002 -0.247984233643641E-002 -0.629051904030390E-002 -0.951795594566383E-002 -0.114044134105331E-001 -0.105320043194969E-001 -0.711109993166585E-002 -0.895714938076496E-003  0.211706446413519E-001  0.581900249508982E-001  0.372517134401867E-001  0.322339113240314E-001  0.294006479756134E-001  0.254947113651623E-001  0.193974703465469E-001  0.126098601346273E-001  0.582089354230073E-002 -0.772891635772016E-003 -0.466821560422540E-002
  0.450000000000000E+001  0.305688647063367E-002  0.163316825615044E-002 -0.248870782068823E-002 -0.627932889894975E-002 -0.948793184119298E-002 -0.113562344158817E-001 -0.104670773681909E-001 -0.702770869482497E-002 -0.782276507618241E-003  0.213461689639043E-001  0.586165430975089E-001  0.374072261961969E-001  0.323411940660488E-001  0.294821477920445E-001  0.255547765984850E-001  0.194355200465717E-001  0.126257851533611E-001  0.581381844465370E-002 -0.806103434287675E-003 -0.473203829605650E-002
  0.500000000000000E+001  0.301246219976727E-002  0.160968155767693E-002 -0.249438749609407E-002 -0.626964048990874E-002 -0.946369842836932E-002 -0.113178556328580E-001 -0.104155250184909E-001 -0.696156388620136E-002 -0.692419765411758E-003  0.214844327562439E-001  0.589539919395806E-001  0.375304525644502E-001  0.324262737620871E-001  0.295468515161732E-001  0.256026328812504E-001  0.194662310458292E-001  0.126394201494292E-001  0.580984406273184E-002 -0.829979815879598E-003 -0.477918409257454E-002
  0.550000000000000E+001  0.297909810762757E-002  0.159241043098456E-002 -0.249796001320346E-002 -0.626131324276301E-002 -0.944401526333604E-002 -0.112870300996124E-001 -0.103742260127314E-001 -0.690860709172264E-002 -0.620540565121066E-003  0.215945405117589E-001  0.592235999811169E-001  0.376290292215868E-001  0.324943629247838E-001  0.295986679811926E-001  0.256410662960146E-001  0.194911668445391E-001  0.126510331507218E-001  0.580783424442416E-002 -0.847283966381013E-003 -0.481431997196505E-002
  0.600000000000000E+001  0.295379237591989E-002  0.157958607415449E-002 -0.250014096458639E-002 -0.625418115442599E-002 -0.942792090288489E-002 -0.112620654532292E-001 -0.103408490759139E-001 -0.686582182055394E-002 -0.562497275500520E-003  0.216831295850819E-001  0.594410380447335E-001  0.377086110697002E-001  0.325493369031714E-001  0.296405158455691E-001  0.256721741226617E-001  0.195115361175319E-001  0.126608955525354E-001  0.580704509492793E-002 -0.859943895002805E-003 -0.484077278327032E-002
