# Chordwise load of component: right_wing
# spanwise_location: 3.000 ; chord_length: 1.514
# n_chord : 20 ; n_time : 60. Next lines: x_chord , z_chord
  0.194354205692912E+001  0.179313805915763E+001  0.164270813504688E+001  0.149215298948141E+001  0.134132397942318E+001  0.119014636069891E+001  0.103866072234585E+001  0.887051244259697E+000  0.735598938332405E+000  0.588624786792652E+000  0.587185936081897E+000  0.732214426160011E+000  0.882890152585483E+000  0.103414666869496E+001  0.118568300935415E+001  0.133729421067545E+001  0.148883343234651E+001  0.164027374001411E+001  0.179166306754933E+001  0.194303660080773E+001
  0.473297205353882E-001  0.274418633852611E-001  0.776911570943493E-002 -0.108794168171674E-001 -0.270337416078049E-001 -0.391706150192473E-001 -0.457110634815172E-001 -0.463318019106202E-001 -0.407065781311870E-001 -0.180702860250646E-001  0.235329028133345E-001  0.574010871795588E-001  0.745778157344993E-001  0.855305315023910E-001  0.905682417285226E-001  0.900024767568885E-001  0.854064715821314E-001  0.783046462482063E-001  0.701729040934892E-001  0.618252186072010E-001
# t, dFz
  0.000000000000000E+000  0.692100867946529E-003  0.100690816084966E-002  0.140179447310809E-002  0.143318097336949E-002  0.113728421288401E-002  0.592509858648971E-003  0.770176591721234E-004  0.600923570637191E-004  0.809723400600543E-003  0.869943092716327E-002 -0.112504410355460E-001 -0.405073945448762E-002 -0.298420184878026E-002 -0.201439140781930E-002 -0.483017940928981E-003  0.763040896377398E-003  0.145805201104135E-002  0.162805491594482E-002  0.134619859432503E-002  0.110820010207145E-002
  0.500000000000000E+000 -0.952693992481834E-003 -0.596146284655339E-003  0.752279637325031E-004  0.614070011139271E-003  0.883846927627879E-003  0.753095016149762E-003  0.253420735347033E-003 -0.120029863097191E-003 -0.198094426529417E-003  0.427023579359029E-002 -0.162146192365158E-001 -0.464665130384033E-002 -0.272098944531800E-002 -0.151681802594044E-002 -0.301752312750900E-003  0.381727525753475E-003  0.547878019758478E-003  0.393988633697191E-003  0.102536895541326E-003 -0.423737881799669E-004
  0.100000000000000E+001 -0.656133342057633E-003 -0.376060402150232E-003  0.236458468738473E-003  0.717784743592823E-003  0.938061512173640E-003  0.771024206103690E-003  0.254090686422118E-003 -0.116976492045492E-003 -0.164529732340254E-003  0.459141083516331E-002 -0.172009137570444E-001 -0.477199298824418E-002 -0.276418864025754E-002 -0.152766686096061E-002 -0.301001298325603E-003  0.374707516301177E-003  0.519882165322535E-003  0.338288699456903E-003  0.209862204993606E-004 -0.157249495565656E-003
  0.150000000000000E+001 -0.536180216298211E-003 -0.292053937477317E-003  0.291493705206068E-003  0.745845097092621E-003  0.944995096514740E-003  0.766088828576035E-003  0.249555342351251E-003 -0.112307247465351E-003 -0.132974834282319E-003  0.482859561047031E-002 -0.179202586545323E-001 -0.487479595484976E-002 -0.280751669641851E-002 -0.154500288207043E-002 -0.303109803153914E-003  0.374881332594672E-003  0.512867396375034E-003  0.318761452760094E-003 -0.115529215641969E-004 -0.206029680855929E-003
  0.200000000000000E+001 -0.485911591035859E-003 -0.260281566346987E-003  0.307681805945052E-003  0.748649979843089E-003  0.938508342031033E-003  0.756436877226935E-003  0.244631080623940E-003 -0.108136781530557E-003 -0.107589516205025E-003  0.500479511218974E-002 -0.184594751703808E-001 -0.495440111929444E-002 -0.284311685915218E-002 -0.156082473535369E-002 -0.305589833680557E-003  0.376981936275773E-003  0.513012573986778E-003  0.313056329462854E-003 -0.243567901037197E-004 -0.227419103079538E-003
  0.250000000000000E+001 -0.458297962606318E-003 -0.244157449479667E-003  0.313907326632719E-003  0.746731185104797E-003  0.931249034282562E-003  0.748057704455316E-003  0.240657198823295E-003 -0.104888833744701E-003 -0.882493874279611E-004  0.513551882595570E-002 -0.188660061278847E-001 -0.501465043992025E-002 -0.287035549917616E-002 -0.157316456691956E-002 -0.307608687090998E-003  0.378932946047081E-003  0.514251378703878E-003  0.310795955419166E-003 -0.312095610538646E-004 -0.239728123520879E-003
  0.300000000000000E+001 -0.438954820726147E-003 -0.233177801963247E-003  0.317702558820704E-003  0.744693345905609E-003  0.925430616313459E-003  0.741567385088377E-003  0.237609456465327E-003 -0.102410804519645E-003 -0.735658318854267E-004  0.523340314127103E-002 -0.191746794176964E-001 -0.506040038856386E-002 -0.289106429674712E-002 -0.158255844134993E-002 -0.309152369169971E-003  0.380451232199585E-003  0.515334255888015E-003  0.309371973601062E-003 -0.359936616736869E-004 -0.248514308198776E-003
  0.350000000000000E+001 -0.424540842862449E-003 -0.225137590676144E-003  0.320327355823512E-003  0.742955266163801E-003  0.920880888962030E-003  0.736555080740160E-003  0.235262384221784E-003 -0.100505494686303E-003 -0.623070656720160E-004  0.530766562130399E-002 -0.194113474576831E-001 -0.509551847390517E-002 -0.290697770726853E-002 -0.158978112961665E-002 -0.310341587968293E-003  0.381632311623245E-003  0.516225742555090E-003  0.308399967596344E-003 -0.394990074915956E-004 -0.255062688155067E-003
  0.400000000000000E+001 -0.413838844153858E-003 -0.219284090353401E-003  0.322092789278938E-003  0.741444997451673E-003  0.917272088974536E-003  0.732636929073246E-003  0.233434402101020E-003 -0.990241454635715E-004 -0.535750234801041E-004  0.536476357751584E-002 -0.195947450039572E-001 -0.512278103135720E-002 -0.291934945152030E-002 -0.159540447487929E-002 -0.311270964783990E-003  0.382568261297407E-003  0.516985304618488E-003  0.307777825052253E-003 -0.420297010691043E-004 -0.259897860121757E-003
  0.450000000000000E+001 -0.405914119909430E-003 -0.215039821058361E-003  0.323244904661190E-003  0.740126767759732E-003  0.914379286523871E-003  0.729542519880936E-003  0.231996231817290E-003 -0.978604680986717E-004 -0.467287906873571E-004  0.540921864403573E-002 -0.197383707653487E-001 -0.514416966172938E-002 -0.292906777285964E-002 -0.159982834009232E-002 -0.312005120710249E-003  0.383318442233984E-003  0.517638487830575E-003  0.307404752645309E-003 -0.438428302123524E-004 -0.263452529700460E-003
  0.500000000000000E+001 -0.400015030181487E-003 -0.211946608706744E-003  0.323983148943834E-003  0.738985415310483E-003  0.912044412991181E-003  0.727077552122202E-003  0.230854313519574E-003 -0.969374612581670E-004 -0.413057708435910E-004  0.544423668007164E-002 -0.198520033298024E-001 -0.516111777180642E-002 -0.293677483220543E-002 -0.160334052338014E-002 -0.312590065437925E-003  0.383923931524165E-003  0.518197733193811E-003  0.307195427301034E-003 -0.451461216552954E-004 -0.266078086376828E-003
  0.550000000000000E+001 -0.395584543747925E-003 -0.209671923226641E-003  0.324447621987156E-003  0.738004392415686E-003  0.910147953009624E-003  0.725097713176529E-003  0.229939518111679E-003 -0.961984782441318E-004 -0.369677193514908E-004  0.547212365286171E-002 -0.199427911768628E-001 -0.517467565745083E-002 -0.294294279086726E-002 -0.160615318344191E-002 -0.313059843801523E-003  0.384415551882760E-003  0.518674026108458E-003  0.307089795184820E-003 -0.460905584777147E-004 -0.268034660711045E-003
  0.600000000000000E+001 -0.392224097828058E-003 -0.207982851967252E-003  0.324731277233695E-003  0.737164152747476E-003  0.908597272864307E-003  0.723494308117539E-003  0.229200208962634E-003 -0.956014216391401E-004 -0.334646739374397E-004  0.549456062855682E-002 -0.200160112974135E-001 -0.518562106266137E-002 -0.294792269262350E-002 -0.160842473935211E-002 -0.313440084632466E-003  0.384817135176809E-003  0.519078501715010E-003  0.307048557181779E-003 -0.467814538370583E-004 -0.269507629475289E-003
