# Chordwise load of component: right_wing
# spanwise_location: 3.000 ; chord_length: 1.514
# n_chord : 20 ; n_time : 60. Next lines: x_chord , z_chord
  0.679354205692912E+001  0.664313805915763E+001  0.649270813504688E+001  0.634215298948141E+001  0.619132397942318E+001  0.604014636069891E+001  0.588866072234585E+001  0.573705124425970E+001  0.558559893833240E+001  0.543862478679265E+001  0.543718593608190E+001  0.558221442616001E+001  0.573289015258548E+001  0.588414666869496E+001  0.603568300935415E+001  0.618729421067545E+001  0.633883343234651E+001  0.649027374001411E+001  0.664166306754933E+001  0.679303660080773E+001
  0.473297205353882E-001  0.274418633852611E-001  0.776911570943493E-002 -0.108794168171674E-001 -0.270337416078049E-001 -0.391706150192473E-001 -0.457110634815172E-001 -0.463318019106202E-001 -0.407065781311870E-001 -0.180702860250646E-001  0.235329028133345E-001  0.574010871795588E-001  0.745778157344993E-001  0.855305315023910E-001  0.905682417285226E-001  0.900024767568885E-001  0.854064715821314E-001  0.783046462482063E-001  0.701729040934892E-001  0.618252186072010E-001
# t, dFz
  0.000000000000000E+000  0.125016767862112E-002  0.152590668516785E-002  0.188245489515617E-002  0.183727599709277E-002  0.143854832864896E-002  0.771485789372879E-003  0.130045463308517E-003  0.328910725390082E-004  0.718495202852273E-003  0.851046716029669E-002 -0.121587483204702E-001 -0.441927239170840E-002 -0.325092613456279E-002 -0.219204042690678E-002 -0.526730275245950E-003  0.838232255225475E-003  0.162316532746701E-002  0.185114287724029E-002  0.158691384440440E-002  0.136643279245198E-002
  0.500000000000000E+000 -0.842608731972202E-003 -0.479867208315376E-003  0.203248256648427E-003  0.740271335029930E-003  0.993228715005163E-003  0.828069836324612E-003  0.278776247132964E-003 -0.135039368883999E-003 -0.256473670426676E-003  0.414134075506933E-002 -0.170369461167267E-001 -0.490053481875958E-002 -0.287412617874760E-002 -0.160516487110289E-002 -0.320731899226614E-003  0.410376787291194E-003  0.602754984327679E-003  0.458849828886782E-003  0.164081505559760E-003  0.177077407848145E-004
  0.100000000000000E+001 -0.539106014034032E-003 -0.254739489252038E-003  0.368147607879403E-003  0.846342383710413E-003  0.104866700459334E-002  0.846398615473277E-003  0.279462947981799E-003 -0.131923056723805E-003 -0.222200155941634E-003  0.446739535453131E-002 -0.180526737220578E-001 -0.502933344366850E-002 -0.291857149559212E-002 -0.161640436199156E-002 -0.319995525842004E-003  0.403246684488954E-003  0.574225015785283E-003  0.402020744291127E-003  0.808158516197702E-004 -0.997128041524544E-004
  0.150000000000000E+001 -0.416380209607437E-003 -0.168945650654143E-003  0.424226906777668E-003  0.874820926736559E-003  0.105557778277939E-002  0.841247312867431E-003  0.274801248328138E-003 -0.127145260710736E-003 -0.189991924782867E-003  0.470763052744902E-002 -0.187911953029902E-001 -0.513464435642180E-002 -0.296298529122585E-002 -0.163420848342162E-002 -0.322171018707632E-003  0.403456376652091E-003  0.567112986869703E-003  0.382114652534032E-003  0.475702331123680E-004 -0.149654552357914E-003
  0.200000000000000E+001 -0.365190348625321E-003 -0.136729434140894E-003  0.440487036555858E-003  0.877438030172778E-003  0.104877082690968E-002  0.831293601640051E-003  0.269751759690348E-003 -0.122884566704061E-003 -0.164127554639724E-003  0.488567418831608E-002 -0.193432004635154E-001 -0.521592960292395E-002 -0.299934499741751E-002 -0.165038398349481E-002 -0.324710716863381E-003  0.405615952315262E-003  0.567293595430247E-003  0.376324371880875E-003  0.345092804853778E-004 -0.171536614586137E-003
  0.250000000000000E+001 -0.337743385328232E-003 -0.121075010558392E-003  0.445985319239119E-003  0.874680541578778E-003  0.104071146651208E-002  0.822322818109874E-003  0.265561443359149E-003 -0.119494815303503E-003 -0.144120344899334E-003  0.501900025263122E-002 -0.197622261853297E-001 -0.527815188813457E-002 -0.302760620376328E-002 -0.166326141735192E-002 -0.326836050537788E-003  0.407710929601588E-003  0.568767816575251E-003  0.374270711861607E-003  0.277438293312052E-004 -0.183912429723265E-003
  0.300000000000000E+001 -0.321408958550028E-003 -0.113538075113902E-003  0.445890879712648E-003  0.868762886588202E-003  0.103150094405706E-002  0.813463111123458E-003  0.261675598047415E-003 -0.116483195747431E-003 -0.127037385344647E-003  0.512752635531371E-002 -0.201028992072038E-001 -0.533019864651493E-002 -0.305192185666574E-002 -0.167468137942991E-002 -0.328809442658054E-003  0.409867295168009E-003  0.571055268683850E-003  0.374213186346909E-003  0.241401038716105E-004 -0.191716729901684E-003
  0.350000000000000E+001 -0.314203205876899E-003 -0.113455400556417E-003  0.439676827865466E-003  0.858228978066853E-003  0.101921809301735E-002  0.802990080422860E-003  0.257368149172499E-003 -0.113304016428111E-003 -0.109908649817465E-003  0.522960021843796E-002 -0.204187339600410E-001 -0.538085850914774E-002 -0.307659835656827E-002 -0.168675808943116E-002 -0.331016336668580E-003  0.412552259784894E-003  0.574785467032261E-003  0.376498143722107E-003  0.235443968668922E-004 -0.195672120759721E-003
  0.400000000000000E+001 -0.315066315194002E-003 -0.120496600638403E-003  0.426901317486040E-003  0.841886938784076E-003  0.100218474896292E-002  0.789292982626687E-003  0.251918356470556E-003 -0.109382356595908E-003 -0.895121391899949E-004  0.534440419816207E-002 -0.207653352014960E-001 -0.543862938233703E-002 -0.310545966942704E-002 -0.170117696238303E-002 -0.333719924258147E-003  0.416019009161611E-003  0.580135064772338E-003  0.380946257968415E-003  0.254026099710773E-004 -0.196701314251239E-003
  0.450000000000000E+001 -0.315276617164582E-003 -0.125625706333578E-003  0.417133848696764E-003  0.828998282196172E-003  0.988341892174198E-003  0.777820528882184E-003  0.247217319936166E-003 -0.105889444162322E-003 -0.706520381025801E-004  0.545413019421308E-002 -0.211096466851862E-001 -0.549369715289225E-002 -0.313201720052384E-002 -0.171405463257160E-002 -0.336069593420350E-003  0.418955139952251E-003  0.584560449983111E-003  0.384562382795245E-003  0.269122233647816E-004 -0.197498095740011E-003
  0.500000000000000E+001 -0.297261619263976E-003 -0.110171808284962E-003  0.430673006704416E-003  0.839672464418980E-003  0.995383915824377E-003  0.781100587450016E-003  0.247777733226227E-003 -0.105773815397210E-003 -0.668288283188563E-004  0.549633612166332E-002 -0.212779856506670E-001 -0.551060197828253E-002 -0.313605789784214E-002 -0.171416618161533E-002 -0.335714345844464E-003  0.417867181028214E-003  0.581446328211149E-003  0.379678028273209E-003  0.210077229661475E-004 -0.204715538641529E-003
  0.550000000000000E+001 -0.283787626708729E-003 -0.100311393271096E-003  0.437750831122111E-003  0.844022572297460E-003  0.997300360775176E-003  0.781276242705078E-003  0.247463134509085E-003 -0.105303229748721E-003 -0.629666322111788E-004  0.552673431284011E-002 -0.213902830337912E-001 -0.552466143672421E-002 -0.314123784602041E-002 -0.171590965012869E-002 -0.335858199981607E-003  0.417709109104969E-003  0.580326792716077E-003  0.377199428249655E-003  0.172270517060216E-004 -0.210181472583087E-003
  0.600000000000000E+001 -0.276227202306040E-003 -0.953786154426456E-004  0.440596558844532E-003  0.845049247853548E-003  0.996957451584470E-003  0.780289760774510E-003  0.246878190277759E-003 -0.104764344530760E-003 -0.594826287346903E-004  0.555040831091005E-002 -0.214742064343340E-001 -0.553646642508634E-002 -0.314630484051757E-002 -0.171806242034578E-002 -0.336177733975248E-003  0.417953104507812E-003  0.580263075734745E-003  0.376341830814999E-003  0.154137958808540E-004 -0.213204470760039E-003
  0.650000000000000E+001 -0.271497762936635E-003 -0.923646677653422E-004  0.442225388458170E-003  0.845481149003534E-003  0.996502177306517E-003  0.779460124060984E-003  0.246420459872283E-003 -0.104355147993714E-003 -0.568842674572176E-004  0.556782671500020E-002 -0.215358083407105E-001 -0.554518593187320E-002 -0.315008402051804E-002 -0.171969337829332E-002 -0.336427830020416E-003  0.418165966356367E-003  0.580310897971548E-003  0.375876206203470E-003  0.143097003055718E-004 -0.215103675520725E-003
  0.700000000000000E+001 -0.268339044175708E-003 -0.904315358630210E-004  0.443159964852180E-003  0.845571858009289E-003  0.995989812091006E-003  0.778736079419232E-003  0.246046059189319E-003 -0.104031510424816E-003 -0.548788132031642E-004  0.558100369742728E-002 -0.215821432145004E-001 -0.555183576061190E-002 -0.315301180180175E-002 -0.172098206166082E-002 -0.336632121940738E-003  0.418355846332624E-003  0.580417601281601E-003  0.375630185430006E-003  0.136033148309829E-004 -0.216378749582056E-003
  0.750000000000000E+001 -0.266181288621319E-003 -0.891782697367530E-004  0.443670555936023E-003  0.845468570840402E-003  0.995465605713215E-003  0.778099361773555E-003  0.245732838345609E-003 -0.103768373761495E-003 -0.532849200336522E-004  0.559126779101719E-002 -0.216179465977626E-001 -0.555704469461366E-002 -0.315533758382452E-002 -0.172202265342783E-002 -0.336801420432515E-003  0.418523371930504E-003  0.580549033480112E-003  0.375511841327944E-003  0.131430607694674E-004 -0.217258561656615E-003
  0.800000000000000E+001 -0.264671857697710E-003 -0.883471385431891E-004  0.443940274238948E-003  0.845280513583116E-003  0.994973621146156E-003  0.777549128236965E-003  0.245470331406083E-003 -0.103551762272969E-003 -0.519931385356962E-004  0.559945954779820E-002 -0.216462968109682E-001 -0.556120862450007E-002 -0.315721279647164E-002 -0.172286967062412E-002 -0.336941328949644E-003  0.418667091213478E-003  0.580680540288246E-003  0.375461098002148E-003  0.128340930017233E-004 -0.217882138300140E-003
  0.850000000000000E+001 -0.263536483377910E-003 -0.877239104154675E-004  0.444137885636299E-003  0.845127872603153E-003  0.994586098103216E-003  0.777116066789448E-003  0.245263148325657E-003 -0.103380160841058E-003 -0.509670218796289E-004  0.560596790394967E-002 -0.216688142320086E-001 -0.556450837300759E-002 -0.315869310792819E-002 -0.172353541876566E-002 -0.337050803629627E-003  0.418779275246641E-003  0.580783637318568E-003  0.375424795034685E-003  0.126017630704758E-004 -0.218352280754429E-003
